Customer,P.O. Nbr,SO Nbr,S.O. Date,Invoices,Order Status,Order Line/Status
5612 - LAUREL OFFICE PARTNERS,,9839,7/29/2020,9839,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
5497 - DES MOINES PUBLIC SCHOOLS / FACILITY SERVICES,,9840,7/29/2020,9840,Closed,1 - Closed
,,,,,,2 - Closed
5320 - CITY OF DES MOINES REAL ESTATE DIVISION,,9841,7/29/2020,9841,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",38069,SC6216,7/29/2020,SC6216,Closed,1 - Closed
3798 - PACIFIC NEON,17825,SC6217,7/29/2020,SC6217,Closed,1 - Closed
118600 - VALLEY SQUARE,,9842,7/30/2020,9842,Closed,1 - Closed
,,,,,,2 - Closed
5692 - PILLAR INC.,,9843,7/30/2020,9843,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
5692 - PILLAR INC.,,9844,7/30/2020,9844,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
3353 - BUZZARD BILLY'S RESTAURANT,,9845,7/30/2020,9845,Closed,1 - Closed
4530 - HY-VEE,,9846,7/30/2020,9846,Closed,1 - Closed
5501 - AVAILA BANK,,SC6219,7/31/2020,SC6219,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38106,SC6220,8/3/2020,SC6220,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,173912-00,9847,8/4/2020,9847,Closed,1 - Closed
"4018 - SIGNTECH ELECTRICAL ADVERTISING, INC.",,9848,8/4/2020,9848,Closed,1 - Closed
5501 - AVAILA BANK,,9849,8/5/2020,9849,Closed,1 - Closed
,,,,,,2 - Closed
4107 - FURNITURE SOURCE,,9850,8/5/2020,9850,Closed,1 - Closed
18600 - CAT SCALE,178405,9851,8/5/2020,9851,Closed,1 - Closed
18600 - CAT SCALE,178383,9852,8/5/2020,9852,Closed,1 - Closed
,,,,,,2 - Closed
5615 - JETHRO'S BBQ DRAKE,,SC6221,8/5/2020,SC6221,Closed,1 - Closed
5247 - PAGLIAIS PIZZA,,SC6222,8/5/2020,SC6222,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,SC6223,8/5/2020,SC6223,Closed,1 - Closed
2537 - ICON IDENTITY SOLUTIONS,1558194,SC6224,8/5/2020,SC6224,Closed,1 - Closed
4835 - OSCEOLA PARKS & RECREATION DEPARTMENT,,9853,8/6/2020,9853,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38130,SC6225,8/6/2020,SC6225,Closed,1 - Closed
5502 - FAIRFIELD INN & SUITES,,SC6226,8/6/2020,SC6226,Closed,1 - Closed
5156 - ARCHITECTURAL GRAPHIC INC.,PM890141,9854,8/7/2020,9854,Closed,1 - Closed
5694 - CORNER MARKET LLC,,9855,8/7/2020,9855,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
5207 - IMMANUEL LUTHERAN CHURCH,,SC6227,8/7/2020,SC6227,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38143,SC6228,8/7/2020,SC6228,Closed,1 - Closed
"3951 - ALLEN INDUSTRIES , INC",201222-00,9856,8/10/2020,9856,Closed,1 - Closed
119350 - IOWA EVENT CENTER / SPECTRA VENU MANAGEMENT,,SC6229,8/10/2020,SC6229,Closed,1 - Closed
5501 - AVAILA BANK,,SC6230,8/10/2020,SC6230,Closed,1 - Closed
5695 - EZZI SIGNS,10625,SC6231,8/10/2020,SC6231,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38162,SC6232,8/10/2020,SC6232,Closed,1 - Closed
5696 - JT SUBS LLC DBA JERSEY MIKE'S,,9857,8/11/2020,9857,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
18600 - CAT SCALE,,9858,8/11/2020,9858,Closed,1 - Closed
69050 - LOZIER HEATING & COOLING,,SC6233,8/11/2020,SC6233,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
"2371 - COAST SIGN, INCORPORATED",264382,SC6234,8/11/2020,SC6234,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38173,SC6235,8/12/2020,SC6235,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38178,SC6236,8/12/2020,SC6236,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38179,SC6237,8/12/2020,SC6237,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38180,SC6238,8/12/2020,SC6238,Closed,1 - Closed
4759 - GRAND 1350 LLC,,SC6239,8/12/2020,SC6239,Closed,1 - Closed
,,,,,,2 - Closed
5508 - SHARON MARKER,,SC6240,8/12/2020,SC6240,Closed,1 - Closed
4903 - RACCOON VALLEY BANK,,9859,8/13/2020,9859,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
5555 - MARK BAUER,,SC6241,8/13/2020,SC6241,Closed,1 - Closed
3807 - SHOTGUN BETTY'S COUNTRY ROCK BAR,,SC6242,8/13/2020,SC6242,Closed,1 - Closed
70700 - MARRIOTT,,SC6243,8/13/2020,SC6243,Closed,1 - Closed
5501 - AVAILA BANK,,9860,8/14/2020,9860,Closed,1 - Closed
18600 - CAT SCALE,178596,9861,8/14/2020,9861,Closed,1 - Closed
5698 - TOP NAILS,,SC6245,8/14/2020,SC6245,Closed,1 - Closed
2885 - BOB BROWN BUICK GMC,,SC6246,8/14/2020,SC6246,Closed,1 - Closed
,,,,,,2 - Closed
5699 - FIRST BAPTIST CHURCH,,SC6247,8/14/2020,SC6247,Closed,1 - Closed
5701 - PRICE CHOPPER,,SC6248,8/14/2020,SC6248,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38213,SC6249,8/14/2020,SC6249,Closed,1 - Closed
3377 - IOWA ORTHODONTIC SOLUTIONS POWERED BY SMILE DOCTORS,,9862,8/17/2020,9862,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38215,9863,8/17/2020,9863,Closed,1 - Closed
5473 - RIDGWAY PROPERTIES LLC,,9864,8/17/2020,9864,Closed,1 - Closed
5702 - PERRY CHAMBER OF COMMERCE,,SC6250,8/17/2020,SC6250,Closed,1 - Closed
5703 - IMPERIAL RV,,SC6252,8/17/2020,SC6252,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2906 - AMERICAN MARKING,,9865,8/18/2020,9865,Closed,1 - Closed
5704 - QUALITY INN & SUITES,,SC6253,8/18/2020,SC6253,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38234,SC6254,8/18/2020,SC6254,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38236,SC6255,8/18/2020,SC6255,Closed,1 - Closed
"5705 - REILLY CONSTRUCTION CO., INC.",,9866,8/19/2020,9866,Closed,1 - Closed
,,,,9866-2,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
,,,,,,12 - Closed
,,,,,,13 - Closed
,,,,,,14 - Deleted
,,,,,,15 - Deleted
,,,,,,16 - Closed
,,,,,,17 - Closed
,,,,,,18 - Closed
,,,,,,19 - Closed
,,,,,,20 - Closed
5615 - JETHRO'S BBQ DRAKE,,SC6256,8/19/2020,SC6256,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38213,SC6257,8/19/2020,SC6257,Closed,1 - Closed
18600 - CAT SCALE,,9867,8/20/2020,9867,Closed,1 - Closed
4487 - CLM MIDWEST,145815810,SC6258,8/20/2020,SC6258,Closed,1 - Closed
4129 - A-D DISTRIBUTING CO.,,SC6259,8/20/2020,SC6259,Closed,1 - Closed
3205 - STRATUS,596591-02,SC6260,8/20/2020,SC6260,Closed,1 - Closed
5706 - BEST CLAIM SOLUTIONS,,SC6261,8/20/2020,SC6261,Closed,1 - Closed
5707 - HUXLEY VISION CENTER,,SC6262,8/20/2020,SC6262,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38256,SC6263,8/21/2020,SC6263,Closed,1 - Closed
5709 - SOUTH STORY BANK & TRUST,,SC6264,8/21/2020,SC6264,Closed,1 - Closed
5708 - SOUTH STORY BANK & TRUST,,SC6265,8/21/2020,SC6265,Closed,1 - Closed
4996 - TED'S CONEY ISLAND,,SC6266,8/21/2020,SC6266,Closed,1 - Closed
4889 - HUBBELL DEVELOPMENT SERVICES,,9868,8/24/2020,9868,Closed,1 - Closed
82800 - O'REILLY AUTO PARTS,WO-332-123-A,SC6267,8/24/2020,SC6267,Closed,1 - Closed
18600 - CAT SCALE,178760,9869,8/25/2020,9869,Closed,1 - Closed
5710 - PENTA PARTNERS LLC,,9870,8/25/2020,9870,Closed,1 - Closed
,,,,,,2 - Closed
5640 - BROKEN ARROW WEAR,,SC6268,8/25/2020,SC6268,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38295,9871,8/26/2020,9871,Closed,1 - Closed
5711 - A & W ELECTRIC INC,,SC6269,8/26/2020,SC6269,Closed,1 - Closed
5607 - TONES SPICES- B & G FOODS,1144042 O5,SC6270,8/26/2020,SC6270,Closed,1 - Closed
,,,,,,2 - Deleted
,,,,,,3 - Closed
"77950 - NAGLE SIGNS, INC.",38292,SC6271,8/26/2020,SC6271,Closed,1 - Closed
,,,,,,2 - Closed
"77950 - NAGLE SIGNS, INC.",38301,9872,8/27/2020,9872,Closed,1 - Closed
5615 - JETHRO'S BBQ DRAKE,,9873,8/27/2020,9873,Closed,1 - Closed
3302 - RON FULLER,,9874,8/27/2020,9874,Closed,1 - Closed
5687 - EILEEN'S COLOSSAL COOKIES,,9875,8/28/2020,9875,Closed,1 - Closed
"5712 - COLORADO LETTERS AND SIGNS, LLC",,9876,8/28/2020,9876,Closed,1 - Deleted
,,,,,,2 - Deleted
,,,,,,3 - Deleted
,,,,,,4 - Deleted
,,,,,,5 - Deleted
,,,,,,6 - Deleted
,,,,,,7 - Deleted
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
,,,,,,11 - Closed
,,,,,,12 - Closed
,,,,,,13 - Closed
,,,,,,14 - Closed
5701 - PRICE CHOPPER,,9877,8/31/2020,9877,Closed,1 - Closed
,,,,,,2 - Closed
3302 - RON FULLER,,9878,8/31/2020,9878,Closed,1 - Closed
18600 - CAT SCALE,178857,9879,8/31/2020,9879,Closed,1 - Closed
18600 - CAT SCALE,178858,9880,8/31/2020,9880,Closed,1 - Closed
5707 - HUXLEY VISION CENTER,,9881,8/31/2020,9881,Closed,1 - Closed
5713 - TREVOR KILLAM,,SC6272,8/31/2020,SC6272,Closed,1 - Closed
3353 - BUZZARD BILLY'S RESTAURANT,,SC6273,8/31/2020,SC6273,Closed,1 - Closed
5714 - ASSOCIATED INTEGRATED SUPPLY CHAIN SOLUTIONS,,9882,9/1/2020,9882,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
3178 - SOUTH WATER SIGNS,7041477-JK-2,9883,9/1/2020,9883,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
5717 - GERALD LANE,,9885,9/1/2020,9885,Closed,1 - Closed
5710 - PENTA PARTNERS LLC,,9886,9/1/2020,9886,Closed,1 - Closed
5710 - PENTA PARTNERS LLC,,9887,9/1/2020,9887,Closed,1 - Closed
5368 - DES MOINES AUTO GROUP LLC,,SC6274,9/1/2020,SC6274,Closed,1 - Closed
5708 - SOUTH STORY BANK & TRUST,,9888,9/2/2020,9888,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
5538 - MIFIBER,,SC6275,9/2/2020,SC6275,Closed,1 - Closed
5615 - JETHRO'S BBQ DRAKE,,SC6276,9/2/2020,SC6276,Closed,1 - Closed
5501 - AVAILA BANK,,9889,9/3/2020,9889,Closed,1 - Closed
,,,,,,2 - Closed
5718 - EKG,,9890,9/4/2020,9890,Closed,1 - Closed
,,,,,,2 - Closed
82800 - O'REILLY AUTO PARTS,WO-332-123B,9891,9/4/2020,9891,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
4530 - HY-VEE,,9892,9/4/2020,9892,Closed,1 - Closed
5719 - TRAIL SIDE TAP,,9893,9/8/2020,9893,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
"77950 - NAGLE SIGNS, INC.",38384,SC6277,9/8/2020,SC6277,Closed,1 - Closed
5555 - MARK BAUER,,SC6278,9/8/2020,SC6278,Closed,1 - Closed
5115 - APEX SIGN GROUP,75470,9895,9/9/2020,9895,Closed,1 - Closed
3733 - MINX SHOW PALACE,,9896,9/9/2020,9896,Closed,1 - Closed
,,,,,,2 - Closed
4918 - GARLING CONSTRUCTION,,9897,9/9/2020,9897,Closed,1 - Closed
"3951 - ALLEN INDUSTRIES , INC",,9898,9/9/2020,9898,Closed,1 - Closed
"3951 - ALLEN INDUSTRIES , INC",202492,9899,9/9/2020,9899,Closed,1 - Closed
4538 - CITY STATE BANK,,SC6279,9/9/2020,SC6279,Closed,1 - Closed
2626 - RAMADA INN,,SC6280,9/9/2020,SC6280,Closed,1 - Closed
5720 - NEW VIRGINIA UNITED METHODIST CHURCH,,SC6281,9/9/2020,SC6281,Closed,1 - Closed
3287 - LAKESIDE CASINO,,SC6282,9/9/2020,SC6282,Closed,1 - Closed
5366 - MIDWEST MATTRESS,,SC6283,9/9/2020,SC6283,Closed,1 - Closed
5721 - PLUMBERS AND STEAMFITTERS LOCAL UNION 33,,9900,9/10/2020,9900,Closed,1 - Closed
,,,,,,2 - Closed
5709 - SOUTH STORY BANK & TRUST,,9901,9/10/2020,9901,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
18600 - CAT SCALE,179044,9902,9/10/2020,9902,Closed,1 - Closed
3205 - STRATUS,596591-03,9903,9/11/2020,9903,Closed,1 - Closed
5722 - VISION SIGN GROUP,53405-Lee--2963-6,9904,9/11/2020,9904,Closed,1 - Closed
3925 - MEDICAP PHARMACY,,SC6284,9/11/2020,SC6284,Closed,1 - Closed
3205 - STRATUS,599659-01,SC6285,9/11/2020,SC6285,Closed,1 - Closed
5445 - WINDSOR HEIGHTS LUTHERAN CHURCH,,SC6286,9/11/2020,SC6286,Closed,1 - Closed
18600 - CAT SCALE,179086,9905,9/14/2020,9905,Closed,1 - Closed
18600 - CAT SCALE,179091,9906,9/14/2020,9906,Closed,1 - Closed
5687 - EILEEN'S COLOSSAL COOKIES,,9907,9/14/2020,9907,Closed,1 - Closed
2983 - SHERIDAN PARK UNITED METHODIST CHURCH,,SC6287,9/14/2020,SC6287,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38429,SC6288,9/14/2020,SC6288,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,SC6289,9/14/2020,SC6289,Closed,1 - Closed
3385 - IOWA ORTHODONTIC SOLUTIONS POWERED BY SMILE DOCTORS,,9908,9/15/2020,9908,Closed,1 - Closed
3377 - IOWA ORTHODONTIC SOLUTIONS POWERED BY SMILE DOCTORS,,9909,9/15/2020,9909,Closed,1 - Closed
,,,,,,2 - Closed
18600 - CAT SCALE,179123,9910,9/15/2020,9910,Closed,1 - Closed
,,,,,,2 - Closed
4273 - ANYTIME FITNESS,,SC6290,9/15/2020,SC6290,Closed,1 - Closed
3938 - FERRARA CANDY COMPANY,,9911,9/16/2020,9911,Closed,1 - Closed
,,,,9911-2,,2 - Closed
,,,,,,3 - Closed
18600 - CAT SCALE,,9912,9/16/2020,9912,Closed,1 - Closed
5723 - DON WARNEKE,,SC6291,9/16/2020,SC6291,Closed,1 - Closed
5502 - FAIRFIELD INN & SUITES,,SC6292,9/16/2020,SC6292,Closed,1 - Closed
18600 - CAT SCALE,179158,9913,9/17/2020,9913,Closed,1 - Closed
3178 - SOUTH WATER SIGNS,7042346-JK-1,9914,9/17/2020,9914,Closed,1 - Closed
4227 - LOF-XPRESS OIL CHANGE,,SC6294,9/17/2020,SC6294,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38462,SC6295,9/17/2020,SC6295,Closed,1 - Closed
2983 - SHERIDAN PARK UNITED METHODIST CHURCH,,9915,9/18/2020,9915,Closed,1 - Closed
5647 - BATTEN BROTHERS SIGN,9663,9916,9/18/2020,9916,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
2402 - BLUE MOON,,SC6296,9/18/2020,SC6296,Closed,1 - Closed
33630 - DALLAS CENTER - GRIMES HIGH SCHOOL,,SC6297,9/18/2020,SC6297,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38474,SC6298,9/21/2020,SC6298,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38481,9917,9/22/2020,9917,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,175467-00,9918,9/22/2020,9918,Closed,1 - Closed
18600 - CAT SCALE,,9919,9/22/2020,9919,Closed,1 - Closed
5615 - JETHRO'S BBQ DRAKE,,SC6299,9/22/2020,SC6299,Closed,1 - Closed
3205 - STRATUS,599825-01 (V2),SC6300,9/22/2020,SC6300,Closed,1 - Closed
18600 - CAT SCALE,,9920,9/23/2020,9920,Closed,1 - Closed
,,,,,,2 - Closed
85350 - BREKKE SCHOOL OF DANCE,,9921,9/23/2020,9921,Closed,1 - Closed
5338 - BREKKE DANCE CENTER,,9922,9/23/2020,9922,Closed,1 - Closed
5724 - JEREMY RENZ,,9923,9/24/2020,9923,Closed,1 - Closed
2449 - HUBBELL CONSTRUCTION SERVICES,,9924,9/24/2020,9924,Closed,1 - Closed
,,,,,,2 - Closed
5725 - EAGLES F.O.E. AERIE 109,,SC6301,9/24/2020,SC6301,Closed,1 - Closed
4347 - AMES MUNICIPLE POWER,,SC6302,9/24/2020,SC6302,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38514,SC6303,9/24/2020,SC6303,Closed,1 - Closed
5726 - WEST END CAR WASH,,9925,9/25/2020,9925,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
5727 - 4 SEASONS MINI STORAGE & CAR WASH,,9926,9/25/2020,9926,Closed,1 - Closed
,,,,,,2 - Closed
2535 - ATLAS SIGN INDUSTRIES,,9927,9/25/2020,9927,Closed,1 - Closed
,,,,,,2 - Closed
5728 - POBLOCKI SIGN COMPANY,219118  /  219080,9928,9/25/2020,9928,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Deleted
,,,,,,7 - Deleted
,,,,,,8 - Closed
,,,,,,9 - Closed
,,,,,,10 - Closed
5502 - FAIRFIELD INN & SUITES,,SC6304,9/25/2020,SC6304,Closed,1 - Closed
5729 - UTS TRANSPORTATION,,9929,9/28/2020,9929,Closed,1 - Closed
,,,,,,2 - Closed
5152 - EARLHAM SAVINGS BANK,,SC6305,9/28/2020,SC6305,Closed,1 - Closed
2958 - EYCHANER PROPERTIES,,SC6306,9/28/2020,SC6306,Closed,1 - Closed
4989 - HY VEE,,SC6307,9/28/2020,SC6307,Closed,1 - Closed
5730 - DARLING INTERNATIONAL INC.,1933844q,9930,9/29/2020,9930,Closed,1 - Closed
,,,,,,2 - Deleted
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
"77950 - NAGLE SIGNS, INC.",38539,SC6309,9/29/2020,SC6309,Closed,1 - Closed
5128 - 23RD GROUP FACILITY SERVICES,271913,SC6310,9/29/2020,SC6310,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38542,SC6311,9/29/2020,SC6311,Closed,1 - Closed
3869 - TOMPKINS IND,,9931,9/30/2020,9931,Closed,1 - Closed
,,,,,,2 - Deleted
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
3329 - TENSION ENVELOPES,,9932,9/30/2020,9932,Closed,1 - Deleted
,,,,,,2 - Deleted
,,,,,,3 - Deleted
,,,,,,4 - Closed
5419 - TORO DISTRIBUTION CENTER,,SC6312,9/30/2020,SC6312,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38555,SC6313,9/30/2020,SC6313,Closed,1 - Closed
5722 - VISION SIGN GROUP,54342-LEE--2963-7,9933,10/1/2020,9933,Closed,1 - Closed
18600 - CAT SCALE,181340,9934,10/1/2020,9934,Closed,1 - Closed
4043 - EYCHANER PROPERTIES,,SC6314,10/1/2020,SC6314,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38572,SC6315,10/1/2020,SC6315,Closed,1 - Closed
3237 - BOB BROWN CHEVROLET,,SC6316,10/2/2020,SC6316,Closed,1 - Closed
3205 - STRATUS,603283-01,SC6317,10/2/2020,SC6317,Closed,1 - Closed
3807 - SHOTGUN BETTY'S COUNTRY ROCK BAR,,SC6318,10/2/2020,SC6318,Closed,1 - Closed
3925 - MEDICAP PHARMACY,,9935,10/5/2020,9935,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
3205 - STRATUS,599694-03 (V2),9936,10/6/2020,9936,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Deleted
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
70700 - MARRIOTT,,SC6319,10/6/2020,SC6319,Closed,1 - Closed
3671 - TRIANGLE SIGN AND SERVICE,SVN40672,SC6320,10/6/2020,SC6320,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38607,9937,10/7/2020,9937,Closed,1 - Closed
4996 - TED'S CONEY ISLAND,,9938,10/7/2020,9938,Closed,1 - Closed
,,,,,,2 - Closed
3582 - EVERBRITE LLC,PF04471-0,9939,10/7/2020,9939,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38606,SC6321,10/7/2020,SC6321,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38609,SC6322,10/7/2020,SC6322,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38613,SC6323,10/8/2020,SC6323,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38618,SC6324,10/8/2020,SC6324,Closed,1 - Closed
49300 - GIT N GO CONVENIENCE STORES,,9940,10/12/2020,9940,Closed,1 - Closed
35250 - DES MOINES INTERNATIONAL AIRPO,AA10082020-1,9941,10/12/2020,9941,Closed,1 - Closed
,,,,9941-2,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
,,,,,,6 - Closed
,,,,,,7 - Closed
,,,,,,8 - Closed
,,,,,,9 - Closed
18600 - CAT SCALE,181442,9942,10/12/2020,9942,Closed,1 - Closed
5732 - DARRELL KITTERMAN,,9943,10/12/2020,9943,Closed,1 - Closed
"3951 - ALLEN INDUSTRIES , INC",203870-00,9944,10/12/2020,9944,Closed,1 - Closed
5731 - US BANK,42653855,SC6325,10/12/2020,SC6325,Closed,1 - Closed
27050 - CHRIST THE KING LUTHERAN CHURC,,SC6326,10/12/2020,SC6326,Closed,1 - Closed
5501 - AVAILA BANK,,SC6327,10/12/2020,SC6327,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38635,SC6328,10/12/2020,SC6328,Closed,1 - Closed
5679 - SOUTH STORY BANK & TRUST,,9945,10/13/2020,9945,Closed,1 - Closed
18600 - CAT SCALE,181468,9946,10/13/2020,9946,Closed,1 - Closed
2535 - ATLAS SIGN INDUSTRIES,S16024-00,9947,10/13/2020,9947,Closed,1 - Closed
,,,,9947-2,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
5734 - FACTORY DIRECT APPLIANCE,,SC6330,10/13/2020,SC6330,Closed,1 - Closed
2139 - CRE NATIONWIDE,,SC6331,10/13/2020,SC6331,Closed,1 - Closed
3205 - STRATUS,604121-01,SC6332,10/13/2020,SC6332,Closed,1 - Closed
5735 - CAPITOL VIEW CREDIT UNION,,SC6333,10/13/2020,SC6333,Closed,1 - Closed
4929 - BLU TORO CANTINA + GRILL,,9948,10/14/2020,9948,Closed,1 - Closed
5736 - PRO SOURCE,,SC6334,10/14/2020,SC6334,Closed,1 - Closed
18600 - CAT SCALE,,9949,10/15/2020,9949,Closed,1 - Closed
"4060 - IMAGE ONE INDUSTRIES, INC",135653,SC6335,10/15/2020,SC6335,Closed,1 - Closed
5733 - FIRST & MAIN/ SIGNAGE FOR MODERN BRANDS,19-0478-SV,9950,10/16/2020,9950,Closed,1 - Closed
3582 - EVERBRITE LLC,PF04448-0,9951,10/16/2020,9951,Closed,1 - Closed
118600 - VALLEY SQUARE,,SC6336,10/16/2020,SC6336,Closed,1 - Closed
5722 - VISION SIGN GROUP,54406-LEE--2963-9,9952,10/19/2020,9952,Closed,1 - Closed
,,,,,,2 - Closed
,,,,,,3 - Closed
,,,,,,4 - Closed
,,,,,,5 - Closed
18600 - CAT SCALE,,9953,10/19/2020,9953,Closed,1 - Closed
5736 - PRO SOURCE,,SC6337,10/19/2020,SC6337,Closed,1 - Closed
5737 - KINLEY GOLF,,SC6338,10/19/2020,SC6338,Closed,1 - Closed
18600 - CAT SCALE,,9954,10/20/2020,9954,Closed,1 - Closed
5722 - VISION SIGN GROUP,54421-Lee--2963-10,9955,10/20/2020,9955,Closed,1 - Closed
5714 - ASSOCIATED INTEGRATED SUPPLY CHAIN SOLUTIONS,,9956,10/20/2020,9956,Closed,1 - Closed
,,,,,,2 - Closed
5718 - EKG,,SC6339,10/20/2020,SC6339,Closed,1 - Closed
5738 - INSIGHT VISION,,SC6340,10/20/2020,SC6340,Closed,1 - Closed
18600 - CAT SCALE,181568,9957,10/21/2020,9957,Closed,1 - Closed
5696 - JT SUBS LLC DBA JERSEY MIKE'S,,9958,10/21/2020,9958,Closed,1 - Closed
3932 - AGILITY CHIROPRACTIC,,SC6341,10/21/2020,SC6341,Closed,1 - Closed
5640 - BROKEN ARROW WEAR,,SC6342,10/22/2020,SC6342,Closed,1 - Closed
4967 - MARY ANN MCCOY- SELLERS HARDWARE,,SC6343,10/22/2020,SC6343,Closed,1 - Closed
5698 - TOP NAILS,,SC6344,10/23/2020,SC6344,Closed,1 - Closed
3205 - STRATUS,,SC6345,10/23/2020,SC6345,Closed,1 - Closed
70700 - MARRIOTT,,SC6346,10/23/2020,SC6346,Closed,1 - Closed
5739 - DUPLICATION MEDIA,,SC6347,10/23/2020,SC6347,Closed,1 - Closed
3287 - LAKESIDE CASINO,,SC6348,10/23/2020,SC6348,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38745,SC6349,10/23/2020,SC6349,Closed,1 - Closed
18600 - CAT SCALE,181590,9959,10/26/2020,9959,Closed,1 - Closed
"4435 - PRINCIPLE GLOBAL, INC.",213715,SC6351,10/26/2020,SC6351,Closed,1 - Closed
4617 - A+ COMMUNICATIONS & SECURITY,,SC6352,10/26/2020,SC6352,Closed,1 - Closed
4725 - KEMIN INDUSTRIES,,9960,10/27/2020,9960,Closed,1 - Closed
"77950 - NAGLE SIGNS, INC.",38763,SC6353,10/27/2020,SC6353,Closed,1 - Closed
5502 - FAIRFIELD INN & SUITES,,SC6354,10/27/2020,SC6354,Closed,1 - Closed
5156 - ARCHITECTURAL GRAPHIC INC.,MN907818,SC6355,10/27/2020,SC6355,Closed,1 - Closed
5383 - NEBRASKA SIGN,10122,9961,10/28/2020,9961,Closed,1 - Closed
