"Part Nbr","Description","Inv Type","Sales Code","Lead Code","Engr Status","Whse Location","Qty On Hand","UOM","List Price","Acctg Cost"
"407-0111","S-375 aluminum cleaner","PAINT","","P","A","20","8,033","OZ","0.15173","0.08670"
"407-0120","226S ALUMINUM ETCH","PAINT","","P","A","","0","OZ","0.67512","0.38578"
"407-0130","3M ALL PURPOSE CLEANER","PAINT","","P","A","","0","OZ","0.32604","0.18631"
"407-0140","BRILLITE PREPAINT PLASTIC CLNR","PAINT","","P","A","","0","OZ","0.30557","0.17461"
"407-0150","PREP SOLVENT #3919S","PAINT","","P","A","","0","OZ","0.25389","0.14508"
"407-0160","45-330 CLEANER","PAINT","","P","A","","0","OZ","0.24691","0.14109"
"407-0170","GREEN PANTHER CLEANER 0301G","PAINT","","P","A","","0","OZ","0.12859","0.07348"
"407-0180","DRYWALL COMPOUND","PAINT","","P","A","","0","OZ","0.05824","0.03328"
"407-0190","OIL & GREASE EMULSIFIER","PAINT","","P","A","","0","OZ","0.36026","0.20586"
"407-0200","MULI PURPOSE FLATTENER","PAINT","","P","A","","0","OZ","0.92313","0.52750"
"407-0210","274-686 MATTHEWS HARDENER","PAINT","","P","A","","0","OZ","1.11125","0.63500"
"407-0220","JD-40 JAPAN DRIER","PAINT","","P","A","","0","OZ","0.33647","0.19227"
"407-0230","47-888 FLATTNER PASTE","PAINT","","P","A","","0","OZ","0.48727","0.27844"
"407-0240","KILZ II LATEX SEALER","PAINT","","P","A","","0","OZ","0.20498","0.11713"
"407-0250","SPRAYLAT SIGN STRIP","PAINT","","P","A","","0","OZ","0.60347","0.34484"
"407-0260","SPACKLE COMPOUND","PAINT","","P","A","","0","OZ","0.15839","0.09051"
"407-0270","White Primer - Spray Paint","PAINT","","P","A","","0","EA","0.00000","4.35000"
"407-0280","HEAVY SPRAY PRIMER - GRAY","PAINT","","P","A","","0","EA","11.88250","6.79000"
"407-0290","REAL WHEEL CLEANER","PAINT","","P","A","","0","OZ","0.24847","0.14198"
"408-0100","Diamond Vogel Primer","PAINT","","P","A","","0","OZ","0.46319","0.26468"
"408-0110","M.E.K. REDUCER FOR ETCH PRIMER","PAINT","","P","A","","0","OZ","0.21725","0.12414"
"408-0120","LU0500 GRAY PRIMER","PAINT","","P","A","","0","OZ","0.44270","0.25297"
"408-0130","491-17 NASON ETCH PRIMER","PAINT","","P","A","","0","OZ","0.88648","0.50656"
"408-0140","1901951 RED OXIDE PRIMER","PAINT","","P","A","","0","OZ","0.30398","0.17370"
"408-0150","KILZ PRIMER SEALER","PAINT","","P","A","","0","OZ","0.23361","0.13349"
"408-0160","LATEX PRIMER","PAINT","","P","A","","0","OZ","0.32697","0.18684"
"408-0170","M06-70 GREY UNIVERSAL","PAINT","","P","A","","0","OZ","0.31787","0.18164"
"408-0180","M07-20 RED UNIVERSAL/BEN MOORE","PAINT","","P","A","","0","OZ","0.37940","0.21680"
"408-0190","M07-70 GREY UNIVERSAL","PAINT","","P","A","","0","OZ","0.39424","0.22528"
"408-0200","274-685 VOC U PRIMER/MATTHEWS","PAINT","","P","A","","0","OZ","0.72406","0.41375"
"408-0210","RONAN FAST DRY BLOCKOUT PAINT","PAINT","","P","A","","0","OZ","0.33702","0.19258"
"408-0220","GRAY SPRAY PRIMER","PAINT","","P","A","","0","EA","6.70250","3.83000"
"408-0230","72G UNDERCOAT PRIMER","PAINT","","P","A","","0","OZ","0.50955","0.29117"
"408-0240","M07-70-01 WHITE PRIMER","PAINT","","P","A","","0","OZ","0.37940","0.21680"
"408-0250","18416 WHITE PRIMER","PAINT","","P","A","","0","OZ","0.30359","0.17348"
"408-0260","18959 WHITE PRIMER","PAINT","","P","A","","0","OZ","0.29244","0.16711"
"408-0270","19016 WHITE PRIMER","PAINT","","P","A","","0","OZ","0.30354","0.17345"
"408-0280","A21409 WHITE COAT ALL PRIMER","PAINT","","P","A","","0","OZ","0.31810","0.18177"
"408-0290","Grip-Gard 483099 GL White Epoxy Sealer","PAINT","","P","A","20","0","OZ","1.56517","0.89438"
"408-0300","F.D. WHITE PRIMER","PAINT","","P","A","","0","OZ","0.26404","0.15088"
"408-0310","IOWA WHITE PRIMER","PAINT","","P","A","","0","OZ","0.21929","0.12531"
"408-0320","LU1500 WHITE PRIMER","PAINT","","P","A","","0","OZ","0.46867","0.26781"
"409-0100","MINERAL SPIRITS","PAINT","","P","A","","0","OZ","0.11429","0.06531"
"409-0110","LR1280G REDUCER MEDIUM","PAINT","","P","A","","0","OZ","0.21861","0.12492"
"409-0120","1380G REDUCER MEDIUM","PAINT","","P","A","","0","OZ","0.20316","0.11609"
"409-0130","200T THINNER","PAINT","","P","A","","0","OZ","0.14096","0.08055"
"409-0140","Lacquer Thinner","PAINT","","P","A","","-4,615","OZ","0.16030","0.09160"
"409-0150","3602S THINNER","PAINT","","P","A","","0","OZ","0.24938","0.14250"
"409-0160","3608S THINNER","PAINT","","P","A","","0","OZ","0.16475","0.09414"
"409-0165","DuPont 3812","PAINT","","P","A","","549","OZ","0.63259","0.23820"
"409-0170","45-211 SLOW REDUCER","PAINT","","P","A","","0","OZ","0.35910","0.20520"
"409-0180","45-251 REDUCER","PAINT","","P","A","","0","OZ","0.46949","0.26828"
"409-0190","45-290 REDUCER","PAINT","","P","A","","0","OZ","0.37366","0.21352"
"409-0200","8034S ACRYLIC ENML REDCR","PAINT","","P","A","","0","OZ","0.16324","0.09328"
"409-0210","8093S ACRYLIC ENML REDCR","PAINT","","P","A","","0","OZ","0.29860","0.17063"
"409-0220","A-3143 THINNER","PAINT","","P","A","","0","OZ","0.13148","0.07513"
"409-0230","A-5055 THINNER","PAINT","","P","A","","1,536","OZ","0.18935","0.10820"
"409-0240","GE-180 THINNER/SLK SCREEN","PAINT","","P","A","","0","OZ","0.20508","0.11719"
"409-0250","NAPHTHA PAINT THINNER","PAINT","","P","A","","0","OZ","0.09160","0.05234"
"409-0260","PNT 88G THINNER","PAINT","","P","A","","0","OZ","0.21957","0.12547"
"409-0270","T2002 REDUCER","PAINT","","P","A","","0","OZ","0.24063","0.13750"
"409-0275","T2003 spray REDUCER","PAINT","","P","A","","0","OZ","0.30083","0.17190"
"409-0280","T2004 REDUCER","PAINT","","P","A","","0","OZ","0.28861","0.16492"
"409-0290","TOLUENE THINNER","PAINT","","P","A","","0","OZ","0.12142","0.06938"
"409-0300","XYLENE THINNER","PAINT","","P","A","","0","OZ","0.11025","0.06300"
"409-0310","2 GAL ROUND UN HAZ PACK","PAINT","","P","A","","0","EA","0.00000","0.00000"
"409-0320","4 GAL ROUND UN HAZ PACK","PAINT","","P","A","","0","EA","0.00000","0.00000"
"409-0400","Buildtex Medium texture","PAINT","","P","A","","0","OZ","1.08500","0.62000"
"409-0450","PROPYLTEX","PAINT","","P","A","","0","OZ","1.08500","0.62000"
"409-0500","Xim","PAINT","","P","A","","0","OZ","0.92258","0.52719"
"409-0501","Xim Grey 360","PAINT","","P","A","","0","OZ","0.72091","0.41195"
"4X18CATHWPOLE","4-4 1/2"" X 18' HIGH WIND CAT SCALE POLES","MFGSGN","","M","I","","0","EA","0.00000","0.00000"
"4X18CATHWSIGN","4-4 1/2"" x 18' HIGH WIND CAT SCALE","MFGSGN","PYLON","M","I","","0","EA","0.00000","0.00000"
"4X8MERCURYFACE","Fabricate 4' x 8' Mercury Insurance faces - no graphics until ready to ship.","MFGSGN","","P","I","","0","EA","173.93000","139.14400"
"501-0100","1' X 7' X 11 OZ BANNER","BANNER","","P","A","","0","EA","16.32000","9.32670"
"501-0110","2' X 4' 10 OZ BANNER","BANNER","","P","A","","0","EA","21.98000","10.99000"
"501-0120","2' X 6' 10 OZ BANNER","BANNER","","P","A","","0","EA","21.98000","10.99000"
"501-0130","2' X 8' 10 OZ BANNER","BANNER","","P","A","","0","EA","24.48000","13.99000"
"501-0140","2' X 12' 10 OZ BANNER","BANNER","","P","A","","0","EA","28.51000","16.29000"
"501-0150","3' X 5' 10 OZ BANNER","BANNER","","P","A","","0","EA","24.80000","14.17330"
"501-0160","3' X 6' 10 OZ BANNER","BANNER","","P","A","","0","EA","23.98000","11.99000"
"501-0170","3' X 8' 10 OZ BANNER","BANNER","","P","A","","0","EA","28.70000","18.56000"
"501-0180","3' X 8' X 10 OZ GREEN BANNER","BANNER","","P","A","","0","EA","46.50000","26.57000"
"501-0190","3' X 8' X 10 OZ YELLOW BANNER","BANNER","","P","A","","0","EA","43.04000","24.59500"
"501-0200","3' X 8' X 13 OZ GREEN BANNER","BANNER","","P","A","","0","EA","49.43000","28.24500"
"501-0210","3' X 8' X 13 OZ YELLOW BANNER","BANNER","","P","A","","0","EA","52.63000","30.07500"
"501-0220","3' X 10' 10 OZ BANNER","BANNER","","P","A","","0","EA","31.98000","15.99000"
"501-0230","3' X 12' SUPERBLANK BANNER","BANNER","","P","A","","0","EA","35.98000","18.99000"
"501-0240","4' X 8' 10 OZ BANNER","BANNER","","P","A","","0","EA","30.26000","17.99000"
"501-0250","4' X 10' 10 OZ BANNER","BANNER","","P","A","","0","EA","34.98000","21.99000"
"501-0260","4' X 12' 10 OZ BANNER","BANNER","","P","A","","0","EA","44.61000","25.49000"
"501-0270","4' X 16' 10 OZ BANNER","BANNER","","P","A","","0","EA","39.38000","22.50000"
"501-0280","2' X 8' D/F BANNER 13 OZ","BANNER","","P","A","","0","EA","29.12000","16.64000"
"501-0290","2' X 10' D/F BANNER 13 OZ","BANNER","","P","A","","0","EA","36.40000","20.80000"
"501-0300","3' X 8' D/F BANNER 13 OZ","BANNER","","P","A","","0","EA","43.68000","24.96000"
"501-0310","3' X 10' D/F BANNER 13 OZ","BANNER","","P","A","","0","EA","52.50000","30.00000"
"501-0320","3' X 18' D/F BANNER 13 OZ","BANNER","","P","A","","0","EA","48.13000","27.50000"
"501-0330","POLE ROPE - TWINE","BANNER","","P","A","","0","LF","0.05000","0.02650"
"501-0340","1"" BANNER TAPE/DOUBLE FACED","BANNER","","P","A","","0","LF","0.16000","0.09710"
"501-0350","1.5"" BANNER TAPE/DOUBLE FACED","BANNER","","P","A","","0","LF","0.21000","0.12030"
"501-0360","3' X 8' PW BANNER","BANNER","","P","A","","0","EA","21.00000","12.00000"
"501-0370","3' X 10' P/W BANNER","BANNER","","P","A","","0","EA","26.25000","15.00000"
"501-0380","10 OZ D/S BANNER MAT 37.5","BANNER","","P","A","","0","SF","0.54000","0.30670"
"501-0390","10 OZ S/S BANNER MAT 37.5","BANNER","","P","A","","0","SF","0.44000","0.25150"
"501-0400","13 OZ D/S BANNER MAT 37.5","BANNER","","P","A","","0","SF","0.76000","0.38120"
"501-0410","13 OZ DOUBLE SIDED BANTEX X 54","BANNER","","P","A","","0","SF","0.79000","0.39360"
"501-0420","74.5 BANTEX DOUBLE SIDED 13 OZ","BANNER","","P","A","","0","SF","0.55000","0.31460"
"501-0430","DOT PRESS N SNAP FASTENERS","BANNER","","P","A","","0","EA","0.28000","0.13600"
"501-0440","#1 GROMMET","BANNER","","P","A","","0","EA","0.05000","0.03130"
"501-0450","#2 GROMMET","BANNER","","P","A","","0","EA","0.19000","0.12000"
"501-0460","#4 GROMMET","BANNER","","P","A","","0","EA","0.21000","0.11600"
"501-0470","#274101 GROMMET BX","BANNER","","P","A","","0","EA","0.06000","0.03400"
"502-0100","1 SHOT UV CLEAR COAT PAINT","VPRINT","","P","A","","0","OZ","1.16000","0.58000"
"502-0110","AVERY MPI1020 CLEAR VINYL 60","VPRINT","","P","A","","0","SF","1.73880","0.86940"
"502-0120","CLEAR CAST VINYL FOR SUMMA","VPRINT","","P","A","","0","SF","1.80000","0.89570"
"502-0130","CL SCOTCHCAL FILM 54 3650-114","VPRINT","","P","A","","0","SF","1.55000","0.79570"
"502-0140","CLEAR TRANS 7725-114 SCOTCHCL","VPRINT","","P","A","","0","SF","1.52000","0.72160"
"502-0150","CLEAR TRANSULCENT 7725-114 24","VPRINT","","P","A","","0","SF","1.47000","0.75870"
"502-0160","FARGO 12 X 20 CLEAR CAST","VPRINT","","P","A","","0","SH","4.04000","2.20500"
"502-0170","FARGO 12 X 20 WHITE CALANDERED","VPRINT","","P","A","","0","SH","2.08000","1.19000"
"502-0180","FARGO 12 X 20 WHITE CAST","VPRINT","","P","A","","0","SH","4.28000","2.45000"
"502-0190","FARGO 12 X 26 WHITE CALANDERED","VPRINT","","P","A","","0","SH","2.85000","1.56600"
"502-0200","FARGO 12 X 26 WHITE CAST","VPRINT","","P","A","","0","SH","3.48000","1.74000"
"502-0210","PERF WINDOW GRAPHIC FILM 54","VPRINT","","P","A","","0","SF","3.02000","1.78050"
"502-0220","SEMIGLOSS CLEAR COAT LAMINATE","VPRINT","","P","A","","0","OZ","2.49980","1.24990"
"502-0230","VEHICLE CLR SHIELD CLEAR COAT","VPRINT","","P","A","","0","OZ","2.87480","1.43740"
"502-0240","WHITE CAST VINYL FOR SUMMA","VPRINT","","P","A","","0","SF","1.86000","0.95680"
"502-0250","WHITE CONTROLTAC + 180-10 54","VPRINT","","P","A","","-62","SF","1.70000","0.85360"
"502-0260","WHITE TRANS FILM/INKJET 54","VPRINT","","P","A","","0","SF","2.76000","1.42010"
"502-0270","TRANS 3M CAST SOLVENT 54","VPRINT","","P","A","","0","SF","1.54000","0.77180"
"503-0100","BLACK TRANS STRIPING 1.25","VGREG","","P","A","","0","LF","0.20000","0.09500"
"503-0110","BLACK TRENDFILM VINYL 48","VGREG","","P","A","","0","SF","1.48000","0.74080"
"503-0120","BLACK TRENDFILM VINYL 24","VGREG","","P","A","","0","SF","1.48000","0.77170"
"503-0130","BLACK TRENDFILM VINYL 36","VGREG","","P","A","","0","SF","1.26000","0.63130"
"503-0140","BLUE INTENTSE TRENDLM VINYL 36","VGREG","","P","A","","0","SF","1.51000","0.86000"
"503-0150","BLUE SAPP TRENDFLM VINYL 48","VGREG","","P","A","","0","SF","1.45000","0.83210"
"503-0160","BLUE SAPP TRENDFLM VINYL 30","VGREG","","P","A","","0","SF","1.32000","2.26930"
"503-0170","BLUE SAPP TRENDFLM VINYL 36","VGREG","","P","A","","0","SF","1.46000","0.73040"
"503-0180","BROWN DARK TRENDFLM 6519 30","VGREG","","P","A","","0","SF","0.00000","0.84800"
"503-0190","BROWN DARK TRENDFLM VINYL 36","VGREG","","P","A","","0","SF","1.40000","0.70230"
"503-0200","ETCH LOOK VINYL 15","VGREG","","P","A","","0","LF","2.54000","1.45000"
"503-0210","ETCH LOOK VINYL 30","VGREG","","P","A","","0","SF","4.55000","2.60000"
"503-0220","ETCHLK 6501 TRENDFLM PRM CST36","VGREG","","P","A","","0","SF","1.79000","0.89440"
"503-0230","ETCHLOOK PREM. CAST VINYL 24","VGREG","","P","A","","0","SF","2.20000","1.09930"
"503-0240","ETCHLOOK PREM. CAST VINYL 48","VGREG","","P","A","","0","SF","1.74000","0.86000"
"503-0250","ETCHLOOK SCOTCHCAL 30","VGREG","","P","A","","0","SF","1.70000","0.84800"
"503-0260","ETCHLOOK TRENDFILM VINYL 36","VGREG","","P","A","","0","SF","1.32000","0.86000"
"503-0270","GOLD SATIN TRENDFILM 5354 30","VGREG","","P","A","","0","SF","0.00000","0.24960"
"503-0280","GREEN BRIGHT TRENDFLM 36","VGREG","","P","A","","0","SF","1.32000","0.89440"
"503-0290","GREEN KELLY BANNERCAL VINYL 30","VGREG","","P","A","","0","SF","1.00000","0.57320"
"503-0300","GREEN KELLY 6546 TRENDFILM 48","VGREG","","P","A","","0","SF","1.40000","0.69980"
"503-0310","GREEN TRANSLUCENT STRIPING 4","VGREG","","P","A","","0","LF","1.00000","0.49850"
"503-0320","GREY DARK TRENDFILM 6541 24","VGREG","","P","A","","0","SF","1.56000","0.89500"
"503-0330","ORANGE TRENDFILM VINYL 30","VGREG","","P","A","","0","SF","1.32000","2.26930"
"503-0340","ORANGE TRENDILM VINYL 6523 36","VGREG","","P","A","","0","SF","1.79000","0.89440"
"503-0350","ORANGE TRENDMARK STRIPING 3","VGREG","","P","A","","0","LF","0.54000","0.27230"
"503-0360","PURPLE PLUM TRENDFLM VINYL 30","VGREG","","P","A","","0","SF","1.32000","2.26930"
"503-0370","RED ATOMIC TRENDFILM #6593 36","VGREG","","P","A","","0","SF","1.23000","0.70230"
"503-0380","RED CARDINAL TRANS STRIPING 1","VGREG","","P","A","","0","LF","0.17000","0.08570"
"503-0390","RED CARDINAL TRANS STRIPING 2","VGREG","","P","A","","0","LF","0.50000","0.26220"
"503-0400","RED CARD TRENDFILM VINYL 30","VGREG","","P","A","","0","SF","1.02000","0.58370"
"503-0410","RED CARD TRENDFILM VINYL 48","VGREG","","P","A","","0","SF","1.29000","0.86000"
"503-0420","RED CARDTRENDFILM VINYL 36","VGREG","","P","A","","0","SF","1.71000","0.92130"
"503-0430","RED TRENDFILM VINYL 30","VGREG","","P","A","","0","SF","3.46000","1.73130"
"503-0440","TEAL TRENDFILM VINYL 36","VGREG","","P","A","","0","SF","1.40000","0.70230"
"503-0450","WHITE PREM CAST TENDFLM 24","VGREG","","P","A","","0","SF","1.35000","0.77170"
"503-0460","WHITE TREND 6550 PREM CST 30","VGREG","","P","A","","0","SF","1.02000","0.58350"
"503-0470","WHITE TREND 6550 PREM CAST 48","VGREG","","P","A","","0","SF","1.02000","0.58190"
"503-0480","WHITE TRENDFILM VINYL 30","VGREG","","P","A","","0","SF","1.02000","0.58370"
"503-0490","WHITE TRENDFILM VINYL 36","VGREG","","P","A","","0","SF","1.02000","0.60700"
"506-0100","27 X 38 CLEAR STATIC CLING","VINYL","","P","A","","0","EA","2.89000","1.71000"
"506-0110","27 X 38 WHITE STATIC CLING","VINYL","","P","A","","0","EA","2.89000","1.71000"
"506-0120","40 RUBYLITH","VINYL","","P","A","","0","SF","1.28000","0.73310"
"506-0130","48 1772 YELLOW PAINT MASK","VINYL","","P","A","","-5","SF","1.20000","0.60000"
"506-0140","60 AVERY MASK","VINYL","","P","A","","0","SF","0.60000","0.39330"
"506-0145","P28487A Gerber Mask","VINYL","","P","A","","0","SF","0.00000","0.76587"
"506-0150","BLACK 502-48 SHINRITE VINYL 48","VINYL","","P","A","","0","SF","0.43000","0.21420"
"506-0160","BLACK BANNERCAL 20","VINYL","","P","A","","0","SF","0.42000","0.24350"
"506-0170","BLACK BANNERCAL 30","VINYL","","P","A","","0","SF","0.50000","0.24670"
"506-0180","BLACK INTER VINYL KAPCO 15","VINYL","","P","A","","0","LF","0.39000","0.22100"
"506-0190","BLUE MEDIUM SPARCAL 15","VINYL","","P","A","","0","LF","2.19000","1.25000"
"506-0200","BLUE PEARLESCENT MARINE 15","VINYL","","P","A","","0","LF","4.07000","2.03670"
"506-0210","BLUE ROYAL MOS DIFRACTO-LIT 24","VINYL","","P","A","","0","SF","2.50000","1.41760"
"506-0220","BLUEBERRY BANNERCAL 24","VINYL","","P","A","","0","SF","0.45000","0.22670"
"506-0230","BLUEBERRY BANNERCAL 30","VINYL","","P","A","","0","SF","0.64000","0.32000"
"506-0240","BROWN LIGHT ORACAL 48","VINYL","","P","A","","0","SF","2.29000","1.14630"
"506-0245","Oracal oralite 5600 brown 24""","VINYL","","P","A","","21","SF","4.59334","2.29667"
"506-0250","DAFFODIL (SHINERITE) 30","VINYL","","P","A","","0","SF","0.35000","0.27330"
"506-0260","DAFFODIL SHINERITE VINYL 48","VINYL","","P","A","","0","SF","0.43000","0.21420"
"506-0270","ECONOMY WHITE SPRAY MASK 15","VINYL","","P","A","","0","LF","2.70000","0.44330"
"506-0280","GREEN DARK ORACAL 24","VINYL","","P","A","","0","SF","0.41000","0.23330"
"506-0290","GREEN FOREST BANNERCAL 30","VINYL","","P","A","","0","SF","0.50000","0.24670"
"506-0300","GREEN GRASS ORACAL VINYL 24","VINYL","","P","A","","0","SF","1.80000","0.90450"
"506-0310","HP PHOTO PAPER (OFFICE DEPOT)","VINYL","","P","A","","0","SF","0.70000","0.35000"
"506-0320","MAROON BANNERCAL 24","VINYL","","P","A","","0","SF","0.58000","0.29170"
"506-0330","MOSIAC HOLOGRAPHIC VINYL 24","VINYL","","P","A","","0","SF","3.35000","1.79020"
"506-0340","P20946 RUBYLITH SM 15","VINYL","","P","A","","0","LF","2.70000","1.30240"
"506-0350","PURPLE ROYAL BANNERCAL 30","VINYL","","P","A","","0","SF","0.52000","0.26000"
"506-0360","RED BANNERCAL NOT PUNCHED 24","VINYL","","P","A","","0","SF","0.55000","0.27500"
"506-0370","RED BANNERCAL NOT PUNCHED 30","VINYL","","P","A","","0","SF","0.48000","0.28670"
"506-0380","RED BANNERCAL VINYL 15","VINYL","","P","A","","0","LF","0.54000","0.26330"
"506-0390","RED CHERRY HOLOGR VINYL 24","VINYL","","P","A","","0","SF","2.41000","1.37500"
"506-0400","SANDBLAST MASK 15","VINYL","","P","A","","0","LF","5.04000","2.88000"
"506-0410","SANDBLASTING MASK 25","VINYL","","P","A","","0","SF","2.49000","1.42500"
"506-0420","SILVER ULTRA MET (NESCHEN) 30","VINYL","","P","A","","0","SF","2.30000","1.31600"
"506-0430","STA SHARP MATERIAL","VINYL","","P","A","","0","SF","2.14000","0.68300"
"506-0440","TEAL BANNERCAL NOT PUNCHED 30","VINYL","","P","A","","0","SF","0.51000","0.25330"
"506-0450","WHITE BANNERCAL 15","VINYL","","P","A","","0","LF","0.83000","0.45000"
"506-0460","WHITE BANNERCAL VINYL 20","VINYL","","P","A","","0","SF","0.37000","0.21200"
"506-0470","WHITE BANNERCAL VINYL 30","VINYL","","P","A","","0","SF","0.53000","0.27480"
"506-0480","WHITE CALON VINYL SIGNMKR 15","VINYL","","P","A","","0","LF","0.58000","0.33330"
"506-0490","WHITE ORACAL VINYL 24","VINYL","","P","A","","0","SF","0.50000","0.24890"
"506-0500","YELLOW CALON VINYL SIGNMKR 15","VINYL","","P","A","","0","LF","0.58000","0.33330"
"506-0510","BLUEBERRY BANNERCAL 15","VINYL","","P","A","","0","LF","0.53000","0.26330"
"506-0520","Transferite - High Tack 18""","VINYL","","P","I","20","0","SF","0.35986","0.17993"
"506-0530","Transferite - High Tack 24""","VINYL","","P","I","20","0","SF","0.35800","0.17900"
"506-0540","24” 3MTPM5 3M transfer tape","VINYL","","P","I","20","0","SF","1.80880","0.90440"
"506-0599","Transferite - Medium Tack 12""","VINYL","","P","I","20","0","SF","0.20000","0.10000"
"506-0600","Transferite - High Tack 12""","VINYL","","P","I","20","-840","SF","0.35800","0.17900"
"506-0610","Transferite - High Tack 16""","VINYL","","P","I","20","0","SF","0.35800","0.17900"
"507-0100","BLACK H.P. REFL VIN 15","VREFL","","P","A","","0","LF","6.87000","3.44400"
"507-0110","BLACK REF SCOTCHLITE","VREFL","","P","A","","75","SF","11.94000","5.97000"
"507-0120","BLUE 1170-75 36 SCOTCHLITE","VREFL","","P","A","","0","SF","3.47000","1.98000"
"507-0130","BLUE 1175C SCOTCHLITE FILM","VREFL","","P","A","","0","SF","4.08000","2.04000"
"507-0135","Blue ElectroCut Film 3M 1175","VREFL","","P","A","","114","SF","5.11484","2.55742"
"507-0140","BLUE 3275 REF SCOTCHLITE","VREFL","","P","A","","0","SF","2.64000","1.32000"
"507-0150","BLUE 580-75 SCOTCHLITE","VREFL","","P","A","","0","SF","4.60000","2.71080"
"507-0160","BLUE 680-75 SCOTCHLITE","VREFL","","P","A","","14","SF","5.89000","2.94410"
"507-0170","BLUE H.P. REFLECTIVE VINL 15","VREFL","","P","A","","0","LF","5.57000","3.18430"
"507-0180","BLUE LIGHT 580-76 SCOTCHLITE","VREFL","","P","A","","0","SF","4.60000","2.63130"
"507-0190","BLUE LIGHT 680-76 REFLECTIVE","VREFL","","P","A","","0","SF","5.89000","2.94420"
"507-0200","BROWN REFLECTIVE #2450 15","VREFL","","P","A","","0","LF","4.03000","2.30000"
"507-0210","GOLD 580-54 REF SCOTCHLITE","VREFL","","P","A","","0","SF","5.96000","2.98050"
"507-0220","GOLD NEW 580-64 REF SCOTCHLITE","VREFL","","P","A","","0","SF","5.89000","2.94330"
"507-0230","GREEN 680-77 SCOTCHLITE PLUS","VREFL","","P","A","","8","SF","5.58000","2.78570"
"507-0240","GREEN H.P. REFLECTIVE VIN 15","VREFL","","P","A","","0","LF","5.57000","3.18330"
"507-0250","GREEN REF 3277 SCOTCHLITE","VREFL","","P","A","","0","SF","3.22000","1.02300"
"507-0260","LIGHT BLUE REFLECTIVE VINYL30","VREFL","","P","A","","0","LF","11.15000","6.36330"
"507-0270","ORANGE H.P. REFLECTIVE 15","VREFL","","P","A","","0","LF","6.48000","3.70000"
"507-0280","ORANGE H.P. REFLECTIVE 30","VREFL","","P","A","","0","SF","11.14000","6.36330"
"507-0290","ORANGE REF SCOTCHLITE","VREFL","","P","A","","5","SF","7.08000","2.53620"
"507-0300","RED #3872 SCOTCHLIT H INTN12","VREFL","","P","A","","0","SF","7.81000","4.46080"
"507-0310","RED 680-72 SCOTCHLITE","VREFL","","P","A","","0","SF","3.73000","1.86510"
"507-0320","RED 580-72 SCOTCHLITE 24","VREFL","","P","A","","0","SF","5.54000","3.43850"
"507-0330","RED 680-72 SCOTCHLITE PLUS 24","VREFL","","P","A","","0","SF","5.54000","2.78570"
"507-0340","RED REFLECTIVE #280 30","VREFL","","P","A","","0","LF","12.73000","6.36370"
"507-0345","RED 24 REFLECTIVE VINYL Avery V4000-450","VREFL","","P","A","20","4","SF","8.26600","4.13300"
"507-0350","RED RUBY 680-82 REF SCOTCHLITE","VREFL","","P","A","","0","SF","6.07250","3.03625"
"507-0360","RED SCOTCHLITE 3272","VREFL","","P","A","","0","SF","3.05000","1.32000"
"507-0370","REFLECTIVE GOLD VINYL 15","VREFL","","P","A","","0","LF","6.24000","3.56470"
"507-0380","RUBY RED REFLECTIVE VINYL 15","VREFL","","P","A","","0","LF","6.37000","3.18430"
"507-0390","SILVER/WHITE SCOTCHLITE #3870","VREFL","","P","A","","0","SF","5.87000","2.95870"
"507-0400","WHITE #3290 X 24 SCOTCHLITE","VREFL","","P","A","","0","SF","2.69000","1.32000"
"507-0410","WHITE H.P. REFLECTIVE VIN 15","VREFL","","P","A","","0","LF","6.37000","3.18470"
"507-0415","WHITE REFLECTIVE VINYL V4000-101 24”","VREFL","","P","A","20","114","SF","8.26600","4.13300"
"507-0420","WHITE REFLECTIVE VINYL 5410","VREFL","","P","A","","0","SF","2.20000","1.10210"
"507-0425","White 4090 DG3 Refl sheeting 11 48""","VREFL","","P","A","","68","SF","11.08680","5.54340"
"507-0426","White 3930 High Intensity Prismatic (HIP) 48"" x 50yd roll","VREFL","","P","A","20","128","SF","3.36000","1.68000"
"507-0427","White 4090 DG3 Refl sheeting 11 30""","VREFL","","P","A","","0","SF","11.73016","5.86508"
"507-0430","WHITE SCOTCHLITE PLUS 680-10","VREFL","","P","A","","67","SF","8.30000","4.15000"
"507-0440","WHITE SCOTTCHLITE PLUS 580-10","VREFL","","P","A","","0","SF","4.46000","2.55000"
"507-0450","YELLOW 15 REFLECTIVE VIN","VREFL","","P","A","","0","LF","6.48000","3.18430"
"507-0455","YELLOW 24 REFLECTIVE VINYL Avery V4000-250","VREFL","","P","A","20","42","SF","8.26600","4.13300"
"507-0460","YELLOW DMND 3971GGD SCOTCHLITE","VREFL","","P","A","","0","SF","9.90000","5.65920"
"507-0470","YELLOW LEM 680-81 SCOTCHLIT 24","VREFL","","P","A","","0","SF","5.89000","2.94420"
"507-0480","YELLOW REF SCOTCHLIT 3271","VREFL","","P","A","","0","SF","3.37000","2.72720"
"507-0485","YELLOW REF SCOTCHLIT 680-71","VREFL","","P","A","","19","SF","5.45440","2.72720"
"507-0490","YELLOW REF SCOTCHLIT 3871","VREFL","","P","A","","0","SF","7.56000","4.32070"
"507-0500","YELLOW SCOTCHLITE FILM 1171C","VREFL","","P","A","","0","SF","4.08000","2.04000"
