"Part Nbr","Description","Inv Type","Sales Code","Lead Code","Engr Status","Whse Location","Qty On Hand","UOM","List Price","Acctg Cost"
"508-0100","APRICOT 200 VINYL 30","VSCTCL","","P","A","","0","LF","3.52000","2.00900"
"508-0110","APRICOT SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.75000","0.87420"
"508-0120","APRICOT VINYL H.P. 15","VSCTCL","","P","I","20","0","LF","2.15000","1.00970"
"508-0130","BEIGE (7725-49) SCOTCHCAL 24","VSCTCL","","P","A","","6","SF","1.45000","0.85200"
"508-0140","BEIGE H.P. VINYL SIGNMKR 15","VSCTCL","","P","I","20","0","LF","2.02000","1.00970"
"508-0150","BEIGE LIGHT TRANSLUCENT 48","VSCTCL","","P","A","","0","SF","2.67000","1.39780"
"508-0160","BEIGE LIGHT H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","2.38000","1.09180"
"508-0170","BEIGE LIGHT TRANS VINYL 15","VSCTCL","","P","I","20","0","LF","3.88000","2.01600"
"508-0180","BEIGE LIGHT TRANSLUCENT 30","VSCTCL","","P","A","","0","SF","2.63000","1.49580"
"508-0190","BEIGE PUNCHED VINYL 30","VSCTCL","","P","A","","0","SF","4.50000","2.24930"
"508-0200","BEIGE SCOTCHCAL 48","VSCTCL","","P","A","","6","SF","1.49000","0.87470"
"508-0210","BLACK MATTE VINYL 15","VSCTCL","","P","I","20","0","LF","1.98000","0.99130"
"508-0220","BLACK (7755-12) SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.35000","0.76680"
"508-0230","BLACK 7725-12 VINYL 30""","VSCTCL","","P","A","20","55","SF","3.15000","1.57500"
"508-0240","BLACK BANNERCAL VINYL 15","VSCTCL","","P","I","20","0","LF","0.53000","0.26330"
"508-0250","BLACK BLOCKOUT MAT SCOTCHCL 48","VSCTCL","","P","A","","0","SF","1.57000","0.84940"
"508-0260","BLACK CONTROLTAC 48","VSCTCL","","P","A","","-3","SF","1.58000","0.81720"
"508-0270","BLACK CONTROLTAC (24)","VSCTCL","","P","A","","0","SF","1.58000","0.78900"
"508-0280","BLACK H.P. VINYL SIGNMKR 15","VSCTCL","","P","I","20","0","LF","2.25000","1.12520"
"508-0290","BLACK MATTE SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.57000","0.78590"
"508-0300","BLACK NESCHEN ULTRA MET15","VSCTCL","","P","I","20","0","LF","3.28000","1.64130"
"508-0310","BLACK SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.51000","0.75320"
"508-0320","BLACK SCOTCHCAL 36","VSCTCL","","P","A","","0","SF","1.47000","0.73660"
"508-0330","BLACK GLOSS 3M 7725-12 48""","VSCTCL","","P","A","20","3,750","SF","2.68686","1.34343"
"508-0340","BLACK SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.64000","0.81810"
"508-0350","BLACK TRANS 3630-22 VINYL 24","VSCTCL","","P","A","","0","SF","1.61000","0.80440"
"508-0360","BLUE INTENSE HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.34000","1.17430"
"508-0370","BLUE OLYMPIC SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.80000","1.03070"
"508-0380","BLUE OLYMPIC VINYL 30","VSCTCL","","P","A","","0","SF","1.80000","1.03070"
"508-0390","BLUE PEACOCK HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.02000","1.00970"
"508-0400","BLUE VIIVID HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.01000","1.06030"
"508-0410","BLUE AQUA HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.18000","1.09170"
"508-0420","BLUE BERMUDA HP VINYL 15","VSCTCL","","P","I","20","0","LF","1.91000","1.09180"
"508-0430","BLUE BERMUDA HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16080"
"508-0440","BLUE BIRD HP VINYL 15","VSCTCL","","P","I","20","0","LF","1.91000","1.09200"
"508-0450","BLUE BIRD HP VINYL 30","VSCTCL","","P","A","","0","SF","4.32000","2.16070"
"508-0460","BLUE BRIGHT MET SCOTCHCAL + 24","VSCTCL","","P","A","","0","SF","1.65000","0.87940"
"508-0470","BLUE BRIGHT MET CONTROLTAC 48","VSCTCL","","P","A","","0","SF","1.53000","0.87470"
"508-0480","BLUE BRIGHT MET SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.80000","1.02750"
"508-0490","BLUE BRIGHT METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","2.62000","1.30870"
"508-0500","BLUE BRIGHT METALLIC VINYL 30","VSCTCL","","P","A","","0","SF","4.50000","2.56860"
"508-0510","BLUE CELESTIAL HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16060"
"508-0520","BLUE CELESTIAL VINYL 15","VSCTCL","","P","I","20","0","LF","3.38000","1.13770"
"508-0530","BLUE DARK AQUA HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-0540","BLUE DARK AQUAHP VINYL 15","VSCTCL","","P","I","20","0","LF","2.40000","0.93950"
"508-0550","BLUE DARK MET CONTROLTAC 48","VSCTCL","","P","A","","0","SF","1.53000","0.87470"
"508-0560","BLUE DARK MET SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.80000","1.02740"
"508-0570","BLUE DARK METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","2.71000","1.36100"
"508-0580","BLUE DARK VINYL 15","VSCTCL","","P","I","20","0","LF","1.94000","1.00930"
"508-0590","BLUE DARKHP VINYL 30","VSCTCL","","P","A","","0","SF","4.02000","2.00890"
"508-0600","BLUE FLUORESCENT HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.49000","1.41700"
"508-0610","BLUE INTENSE SCOTCH 48","VSCTCL","","P","A","","0","SF","3.07500","1.53750"
"508-0620","BLUE INTENSE SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.57000","0.89970"
"508-0630","BLUE INTENSE SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.65000","0.80650"
"508-0640","BLUE INTENSE VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-0650","BLUE LIGHT NAVY SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.75000","0.87420"
"508-0660","BLUE LIGHT NAVY SCOTCHCAL 30","VSCTCL","","P","A","","17","SF","1.57000","0.89970"
"508-0670","BLUE LIGHT NAVY SCOTCHCAL 48","VSCTCL","","P","A","","85","SF","4.10000","2.05000"
"508-0680","BLUE LIGHT NAVY VINYL 15","VSCTCL","","P","I","20","0","LF","2.35000","1.17430"
"508-0690","BLUE MATTE HP VINYL 15","VSCTCL","","P","I","20","0","LF","1.91000","1.09170"
"508-0700","BLUE NAVY VINYL 15","VSCTCL","","P","I","20","0","LF","1.98000","0.97630"
"508-0710","#7725-57 OLYMPIC BLUE OPAQUE 48""","VSCTCL","","P","A","","0","SF","1.75000","0.87470"
"508-0720","BLUE OLYMPIC HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.04000","1.00970"
"508-0730","BLUE OLYMPIC HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-0740","BLUE OLYMPIC SCOTCHCAL 24","VSCTCL","","P","A","","12","SF","1.41000","0.80650"
"508-0750","BLUE PEACOCK HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","1.86530"
"508-0760","BLUE PERIWINKLE HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16060"
"508-0770","BLUE PERIWINKLE VINYL 15","VSCTCL","","P","I","20","0","LF","1.99000","1.13770"
"508-0780","BLUE POWDER HP VINYL 15","VSCTCL","","P","I","20","0","LF","1.91000","1.06030"
"508-0790","BLUE PRO-BRIGHT FLOUR BLUE 24","VSCTCL","","P","A","","0","SF","3.96000","1.98170"
"508-0800","BLUE ROBIN EGG VINYL 15","VSCTCL","","P","I","20","0","LF","2.54000","1.09170"
"508-0810","BLUE ROYAL SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.80000","1.03070"
"508-0820","BLUE ROYAL VINYL 15","VSCTCL","","P","I","20","0","LF","3.31000","0.93930"
"508-0830","BLUE ROYAL VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-0840","BLUE SAPPHIRE H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","2.00000","1.27600"
"508-0850","BLUE SAPPHIRE HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-0860","BLUE SAPPHIRE SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.75000","0.87420"
"508-0870","BLUE SAPPHIRE SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.80000","1.03070"
"508-0880","BLUE SAPPHIRE SCOTCHCAL 48","VSCTCL","","P","A","","37","SF","2.92834","1.46417"
"508-0890","BLUE SHADOW METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","3.94000","1.31000"
"508-0900","BLUE SHADOW SCOTCHCAL 48","VSCTCL","","P","A","","0","SF","1.71000","1.16480"
"508-0910","BLUE SHADOW VINYL 15","VSCTCL","","P","I","20","0","LF","2.18000","1.09180"
"508-0920","BLUE SHADOW VINYL 30","VSCTCL","","P","A","","0","SF","4.32000","2.16000"
"508-0930","BLUE SKY HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16110"
"508-0940","BLUE SKY HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.18000","1.09170"
"508-0950","BLUE SULTAN SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.80000","1.03070"
"508-0960","BLUE VIVID HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16060"
"508-0970","BLUE VIVID SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.40000","0.80650"
"508-0980","BLUE VIVID SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.80000","1.03070"
"508-0990","BLUE VIVID SCOTCHCAL 48","VSCTCL","","P","A","","149","SF","2.92834","1.46417"
"508-1000","BLUE WEDGEWOOD HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.40000","1.13770"
"508-1010","BLUE WEDGEWOOD HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16080"
"508-1020","BRONZE VINYL 15","VSCTCL","","P","I","20","0","LF","3.45000","1.72330"
"508-1030","BROWN COPPER METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","3.03000","1.31000"
"508-1040","BROWN DARK METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","2.62000","1.30870"
"508-1050","BROWN DP MAHAGONY VINYL 15","VSCTCL","","P","I","20","0","LF","2.28000","1.13770"
"508-1060","BROWN DEEP MAHOGANY VINYL 30","VSCTCL","","P","A","","0","SF","4.32000","2.16070"
"508-1070","BROWN LT BRIAR MET VINYL 15","VSCTCL","","P","I","20","0","LF","2.37000","1.35400"
"508-1080","BROWN MAHOGANY H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","1.93000","1.09180"
"508-1090","BROWN RUSSET H.P. VINYL 48""","VSCTCL","","P","A","","23","LF","2.40000","1.09180"
"508-1100","BROWN RUSSET H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","3.78000","2.16000"
"508-1110","BROWN RUSSET SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.61000","0.80350"
"508-1120","BROWN SADDLE H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","1.99000","0.93930"
"508-1130","BROWN SADDLE H.P. VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-1140","BURGUNDY DARK H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","2.18000","1.09180"
"508-1150","BURGUNDY H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","2.33000","1.17430"
"508-1160","BURGUNDY HP VINYL 30","VSCTCL","","P","A","","0","SF","3.94000","2.24920"
"508-1170","BURGUNDY METALLIC VINYL 30","VSCTCL","","P","A","","0","SF","1.80000","1.02750"
"508-1180","BURGUNDY METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","2.82000","1.40800"
"508-1190","BURGUNDY SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.37000","0.78420"
"508-1200","BURGUNDY SCOTCHCAL 48","VSCTCL","","P","A","","0","SF","1.75000","0.87470"
"508-1210","CHARCOAL METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","2.62000","1.30870"
"508-1220","CHROME BRUSHED VINYL H.P. 15","VSCTCL","","P","I","20","0","LF","2.04000","1.01800"
"508-1230","CHROME H.P. VINYL SIGNMKR 15","VSCTCL","","P","I","20","0","LF","1.84000","0.97630"
"508-1240","CHROME MATERIAL 24","VSCTCL","","P","A","","38","SF","2.74266","1.37133"
"508-1250","CHROME MIRROR H.P. VINYL 30","VSCTCL","","P","A","","0","SF","2.65000","1.34770"
"508-1260","CHROME MIRROR PERF VINYL 15","VSCTCL","","P","I","20","0","LF","1.61000","0.80530"
"508-1270","CHROME SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","2.25000","1.28320"
"508-1280","CHROME SCOTCHCAL 24X36","VSCTCL","","P","A","","0","EA","6.06000","3.16000"
"508-1290","CHROME SCOTCHCAL 48","VSCTCL","","P","A","","0","SF","0.91000","0.51970"
"508-1300","CHROME YELLOW H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","2.18000","0.93930"
"508-1310","CHROME YELLOW H.P. VINYL 30","VSCTCL","","P","A","","0","SF","3.79000","1.86540"
"508-1320","COPPER METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","2.62000","1.30870"
"508-1330","CORAL CORAL VINYL 15","VSCTCL","","P","A","","0","LF","1.91000","1.09180"
"508-1340","CORAL DARK 30","VSCTCL","","P","A","","0","SF","1.49000","0.74610"
"508-1350","CRANBERRY HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.05000","0.97630"
"508-1360","CRANBERRY RED VINYL 45","VSCTCL","","P","A","","0","SF","1.71000","0.83370"
"508-1370","7725-314 DUSTED CRYSTAL VINYL 48""","VSCTCL","","P","A","","239","SF","4.55116","2.27558"
"508-1380","CRYSTAL FROSTED VINYL 30","VSCTCL","","P","A","","0","SF","6.76000","3.38000"
"508-1390","CRYSTAL FROSTED VINYL HP 15","VSCTCL","","P","I","20","0","LF","3.68000","2.09970"
"508-1400","CRYSTAL FROSTED VINYL HP 30","VSCTCL","","P","A","","0","SF","7.34000","4.19560"
"508-1405","#7725-324 FROSTED CRYSTAL VINYL 48""","VSCTCL","","P","A","","22","SF","3.77832","1.88916"
"508-1410","DARK AQUA VINYL 30","VSCTCL","","P","A","","48","SF","1.70000","0.97200"
"508-1420","DURANODIC VINYL HP 220 15","VSCTCL","","P","I","20","0","LF","2.38000","1.09170"
"508-1430","DURANODIC SCOTCHCAL #412 48","VSCTCL","","P","A","","0","SF","2.79000","1.40300"
"508-1440","EGGSHELL HP VINYL 15","VSCTCL","","P","I","20","0","LF","1.91000","1.09170"
"508-1450","EUCALYPTUS HP VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16040"
"508-1460","EUCALYPTUS HP VINYL 15","VSCTCL","","P","A","","0","LF","1.91000","1.09170"
"508-1470","FAWN HP VINYL 15","VSCTCL","","P","I","20","0","LF","2.19000","1.09170"
"508-1480","FAWN HP VINYL 30","VSCTCL","","P","A","","0","SF","4.32000","2.16000"
"508-1490","FAWN SCOTCHCAL 48","VSCTCL","","P","A","","0","SF","1.75000","0.87470"
"508-1500","GLASS ETCH VINYL 15","VSCTCL","","P","I","20","0","LF","2.01000","1.15000"
"508-1510","GOLD ULTRA METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","3.28000","1.64130"
"508-1520","GOLD BRUSHED VINYL 15","VSCTCL","","P","I","20","0","LF","2.84000","1.64670"
"508-1530","GOLD BRUSHED VINYL 30","VSCTCL","","P","A","","0","SF","4.43000","2.24970"
"508-1540","GOLD DELUXE 210 VINYL 15","VSCTCL","","P","I","20","0","LF","11.99000","5.99670"
"508-1550","GOLD DOUBLE PERF VINYL15","VSCTCL","","P","I","20","0","LF","2.46000","1.22870"
"508-1560","GOLD DOUBLE-SIDED VINYL 30","VSCTCL","","P","A","","0","SF","4.41000","2.51770"
"508-1570","GOLD DOUBLE-SIDED VINYL 15","VSCTCL","","P","I","20","0","LF","3.59000","2.15330"
"508-1575","Harvest Gold 48"" 3M 7725-105","VSCTCL","","P","A","20","11","SF","1.70500","0.85250"
"508-1580","GOLD IMITATION VINYL HP 15","VSCTCL","","P","I","20","0","LF","2.02000","1.00950"
"508-1590","GOLD IMITATION VINYL HP 30","VSCTCL","","P","A","","0","SF","4.16000","2.00900"
"508-1600","GOLD LIGHT METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","2.36000","1.36100"
"508-1610","GOLD METALLIC H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","2.46000","1.43000"
"508-1620","GOLD METALLIC HP 200 VINYL 30","VSCTCL","","P","A","","0","SF","4.02000","2.11530"
"508-1630","GOLD METALLIC SCOTCHC 24","VSCTCL","","P","A","","0","SF","1.71000","0.85200"
"508-1640","GOLD MIRROR VINYL 15","VSCTCL","","P","I","20","0","LF","3.22000","1.63200"
"508-1650","GOLD MIRROR VINYL 30","VSCTCL","","P","A","","0","SF","5.33000","3.04500"
"508-1660","GOLD NESCHEN REFL VINYL 24","VSCTCL","","P","A","","0","SF","3.79000","1.89720"
"508-1670","GOLD REFLECTIVE NESCHEN 15","VSCTCL","","P","I","20","0","LF","5.20000","2.59780"
"508-1680","GOLD SATIN CONTROLTAC (24)","VSCTCL","","P","A","","0","SF","1.49000","0.85200"
"508-1690","GOLD SATIN CONTROLTAC (36)","VSCTCL","","P","A","","0","SF","1.68000","0.87560"
"508-1700","GOLD SATIN SCOTCHCAL 48","VSCTCL","","P","A","","0","SF","1.49000","0.85250"
"508-1710","GOLD SATIN VINYL 15","VSCTCL","","P","I","20","0","LF","3.06000","1.74930"
"508-1720","GOLD SHINY METALIZED VINYL 15","VSCTCL","","P","I","20","0","LF","3.06000","1.74930"
"508-1730","GRAY MEDIUM SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.70000","0.85200"
"508-1740","GRAY MEDIUM SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.47000","0.83870"
"508-1750","GRAY MEDIUM SCOTCHCAL 48","VSCTCL","","P","A","","118","SF","4.63900","2.31950"
"508-1755","Mid Grey 7725-61 48""","VSCTCL","","P","A","20","90","SF","3.81666","1.90833"
"508-1760","GREEN BRIGHT VINYL 15","VSCTCL","","P","I","20","0","LF","2.32000","1.17430"
"508-1770","GREEN APPLE VINYL HP 15","VSCTCL","","P","I","20","0","LF","1.97000","0.93930"
"508-1780","GREEN APPLE VINYL HP 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-1790","GREEN BTLE SCOTCH 48 7725-276","VSCTCL","","P","A","","13","SF","1.72000","0.85990"
"508-1800","GREEN BOTTLE SCOTCHCAL 48","VSCTCL","","P","A","","0","SF","1.56000","0.90090"
"508-1810","GREEN BOTTLE VINYL HP 15","VSCTCL","","P","I","20","0","LF","2.18000","1.09170"
"508-1820","GREEN BOTTLE VINYL HP 30","VSCTCL","","P","A","","0","SF","4.32000","1.86530"
"508-1830","GREEN BR 180-186 CONTROLTAC 30","VSCTCL","","P","A","","0","SF","2.69000","1.36330"
"508-1840","GREEN BRIGHT CONTROLTAC 36","VSCTCL","","P","A","","0","SF","1.80000","0.90100"
"508-1850","GREEN BRIGHT SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.49000","0.85200"
"508-1860","GREEN BRIGHT SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.47000","0.83840"
"508-1870","GREEN BRIGHT SCOTCHCAL 48","VSCTCL","","P","A","","36","SF","4.63800","2.31900"
"508-1880","GREEN BR180-186 CONTROLTAC 48","VSCTCL","","P","A","","0","SF","2.17000","1.23960"
"508-1890","GREEN CACTUS VINYL HP 15","VSCTCL","","P","I","20","0","LF","1.89000","1.09180"
"508-1900","GREEN DK 7725-56 SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.41000","0.80650"
"508-1910","GREEN DK 7725-56 SCOTCHCAL 48","VSCTCL","","P","A","","0","SF","1.71000","0.87790"
"508-1920","GREEN DARK SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.47000","0.83800"
"508-1930","GREEN DARK SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.37000","0.78420"
"508-1940","GREEN DARK VINYL 15","VSCTCL","","P","I","20","0","LF","2.04000","1.06030"
"508-1950","GREEN DARK VINYL HP 30","VSCTCL","","P","A","","0","SF","4.06000","2.00900"
"508-1960","GREEN FLOURESCENT 24 7725-406","VSCTCL","","P","A","","0","SF","3.87000","1.93530"
"508-1970","GREEN FLUORESCENT VINYL 15","VSCTCL","","P","I","20","0","LF","4.39000","2.19330"
"508-1980","GREEN FRST 7725-66 SCOTCHCAL24","VSCTCL","","P","A","","0","SF","1.70000","0.85200"
"508-1990","GREEN FRST 7725-66 SCOTCHCAL48","VSCTCL","","P","A","","9","SF","1.75000","0.87470"
"508-2000","GREEN FOREST VINYL HP 30","VSCTCL","","P","A","","0","SF","4.05000","2.00870"
"508-2010","GREEN FRST VINYL/SIGNMAKER 15","VSCTCL","","P","I","20","0","LF","2.27000","1.13770"
"508-2020","GREEN JADE VINYL HP 15","VSCTCL","","P","I","20","0","LF","2.82000","1.13770"
"508-2030","GREEN JADE VINYL HP 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-2040","GREEN KELLY SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.75000","0.87420"
"508-2050","GREEN KELLY SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.55000","0.77630"
"508-2060","GREEN KELLY VINYL 15","VSCTCL","","P","I","20","0","LF","2.18000","1.09180"
"508-2070","GREEN KEL(7725-46) SCOTCH 48","VSCTCL","","P","A","","15","SF","1.73000","0.88110"
"508-2080","GREEN LIME 3630-136 SCOTC 24","VSCTCL","","P","A","","0","SF","3.07000","1.53500"
"508-2085","GREEN LIME 3630-136 SCOTC 48","VSCTCL","","P","A","","0","SF","3.07000","1.53500"
"508-2090","GREEN LIME FLOUR 15 VINYL","VSCTCL","","P","I","20","0","LF","4.39000","2.19330"
"508-2100","GREEN MINT VINYL HP 15","VSCTCL","","P","I","20","0","LF","2.82000","1.12000"
"508-2110","GREEN PINE METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","2.29000","1.30870"
"508-2120","GREEN SAGE METALLIC VINYL 15","VSCTCL","","P","I","20","0","LF","2.29000","1.30870"
"508-2130","GREY DARK SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.75000","0.87420"
"508-2140","GREY DARK SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.41000","0.80650"
"508-2150","GREY DARK SCOTCHCAL 48","VSCTCL","","P","A","","0","SF","1.75000","0.87780"
"508-2160","GREY DARK VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-2170","GREY DARK VINYL 15","VSCTCL","","P","I","20","0","LF","2.18000","0.97620"
"508-2180","GREY MARINE VINYL 15","VSCTCL","","P","I","20","0","LF","2.45000","1.40000"
"508-2190","GREY MEDIUM VINYL 15","VSCTCL","","P","I","20","0","LF","1.99000","0.97620"
"508-2200","GREY MEDIUM VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-2210","GREY NIMBUS VINYL 15","VSCTCL","","P","I","20","0","LF","1.91000","1.09170"
"508-2220","GREY PEARL SCOTCHCAL 24","VSCTCL","","P","A","","0","SF","1.75000","0.87420"
"508-2230","GREY PEARL SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.47000","0.83870"
"508-2240","GREY PEARL SCOTCHCAL 48","VSCTCL","","P","A","","0","SF","1.71000","0.85250"
"508-2250","GREY PEARL VINYL 15","VSCTCL","","P","I","20","0","LF","1.98000","1.00970"
"508-2260","GREY PEARL VINYL 30","VSCTCL","","P","A","","0","SF","3.78000","2.16070"
"508-2270","GREY TRAFFIC VINYL 15","VSCTCL","","P","I","20","0","LF","1.97000","0.97630"
"508-2280","LAVENDER PALE HP 15 VINYL","VSCTCL","","P","I","20","0","LF","2.18000","1.09200"
"508-2290","LAVENDER VINYL 15","VSCTCL","","P","I","20","0","LF","2.66000","1.14830"
"508-2300","LAVENDER VINYL 30","VSCTCL","","P","A","","0","SF","4.03000","2.30170"
"508-2310","MAGENTA DARK H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","2.28000","1.09180"
"508-2320","MAGENTA H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","2.21000","1.09170"
"508-2330","MAGENTA PROCESS H.P. VINYL 15","VSCTCL","","P","I","20","0","LF","2.00000","1.00930"
"508-2340","MAGENTA SCOTCHCAL 30","VSCTCL","","P","A","","0","SF","1.47000","0.83870"
