"06 NOV 2025","16:26:52","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/17 through 10/31/18",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"8449","12/27/17","VINYL","4104","SIGNART","159.38","21.20","138.18","86.70","","JOEP","","","","","","3","SLUMBERLAND FURNITURE","WEST DES MOINES","IA",
"8478","02/02/18","VINYL","5232","CMG FINANCIAL","382.59","178.00","204.59","53.47","","JOEP","","","","","","DEFAULT","CMG FINANCIAL","WEST DES MOINES","IA",
"8547","08/29/18","VINYL","2717","LA MACCHIA GROUP","142.14","71.60","70.54","49.63","","JOEP","","","","","","3","FINANCIAL PLUS - LAMACCHIA GROUP","DES MOINES","IA",
"8649","05/08/18","VINYL","3719","CLAIR FAMILY DENTISTRY","88.66","70.78","17.88","20.17","","JOEP","","","","","","DEFAULT","CLAIR FAMILY DENTISTRY","WINDSOR HEIGHTS","IA",
"8649","05/08/18","VINYL","3719","CLAIR FAMILY DENTISTRY","223.12","61.53","161.59","72.42","","JOEP","","","","","","DEFAULT","CLAIR FAMILY DENTISTRY","WINDSOR HEIGHTS","IA",
"8654","07/18/18","VINYL","4973","SDDI SIGNS","416.33","150.52","265.81","63.85","83.00","JOEP","","","","","","1","CONFLUENCE","DES MOINES","IA",
"8662","07/26/18","VINYL","5301","IOWA FINANCIAL PARTNERS","153.83","127.59","26.24","17.06","","JOEP","","","","","","DEFAULT","IOWA FINANCIAL PARTNERS","ANKENY","IA",
"8663","05/18/18","VINYL","5285","REVIVE CHIROPRACTIC","182.36","157.19","25.17","13.80","","JOEP","","","","","","DEFAULT","REVIVE CHIROPRACTIC","GRIMES","IA",
"8679","07/25/18","VINYL","5285","REVIVE CHIROPRACTIC","768.52","508.70","259.82","33.81","","JOEP","","","","","","DEFAULT","REVIVE CHIROPRACTIC","GRIMES","IA",
"8679","07/25/18","VINYL","5285","REVIVE CHIROPRACTIC","0.00","23.76","-23.76","","","JOEP","","","","","","DEFAULT","REVIVE CHIROPRACTIC","GRIMES","IA",
"8727","07/06/18","VINYL","5330","SMASH PARK","456.30","315.45","140.85","30.87","209.50","JOEP","","","","","","DEFAULT","SMASH PARK","WEST DES MOINES","IA",
"8731","07/05/18","VINYL","4974","MATHESON GAS","127.78","87.87","39.91","31.23","","JOEP","","","","","","DEFAULT","MATHESON GAS","GRIMES","IA",
"8765","10/29/18","VINYL","5186","LLOYD COMPANIES","159.08","4.54","154.54","97.15","","JOEP","","","","","","1","PARK 88 APARTMENTS & TOWNHOMES","WEST DES MOINES","IA",
"8794","10/24/18","VINYL","5346","SOLACE DENTAL","227.30","129.95","97.35","42.83","","JOEP","","","","","","DEFAULT","SOLACE DENTAL","URBANDALE","IA",
"8811","08/24/18","VINYL","5285","REVIVE CHIROPRACTIC","154.23","119.93","34.30","22.24","","JOEP","","","","","","DEFAULT","REVIVE CHIROPRACTIC","GRIMES","IA",
"8834","10/05/18","VINYL","5364","GRANULAR","144.61","41.94","102.67","71.00","","JOEP","","","","","","DEFAULT","GRANULAR","JOHNSTON","IA",
"8836","09/06/18","VINYL","2717","LA MACCHIA GROUP","291.98","179.45","112.53","38.54","","JOEP","","","","","","3","FINANCIAL PLUS - LAMACCHIA GROUP","DES MOINES","IA",
"8838","09/11/18","VINYL","5367","PEDIATRIC CARDIOLOGY  P.C.","254.94","143.18","111.76","43.84","","JOEP","","","","","","DEFAULT","PEDIATRIC CARDIOLOGY, P.C.","DES MOINES","IA",
"8881","10/19/18","VINYL","5388","MED PHARM IOWA","2462.80","1697.63","765.17","31.07","","JOEP","","","","","","1","MEDPHARM","WINDSOR HEIGHTS","IA",
"8881","10/19/18","VINYL","5388","MED PHARM IOWA","187.59","107.48","80.11","42.70","","JOEP","","","","","","1","MEDPHARM","WINDSOR HEIGHTS","IA",
"","","VINYL","","Product Totals","8374.79","4861.74","3513.05","41.95","292.50","JOEP",

"","","","","Salesperson JOEP Totals","1047724.94","610843.51","436881.43","41.70","18084.13","JOEP",

"8440","04/25/18","AWNING","4815","PRAIRIE MEADOWS","2134.56","2344.52","-209.96","-9.84","","MIKEE","","","","","","DEFAULT","PRAIRIE MEADOWS","ALTOONA","IA",
"","","AWNING","","Product Totals","2134.56","2344.52","-209.96","-9.84","0.00","MIKEE",

"8309","11/10/17","BANNER","5173","PARADISE NAILS","247.56","189.52","58.04","23.44","","MIKEE","","","","","","DEFAULT","PARADISE NAILS","PERRY","IA",
"8815","09/19/18","BANNER","5360","PUMP IT UP","384.93","161.80","223.13","57.97","","MIKEE","","","","","","DEFAULT","PUMP IT UP","SECAUCUS","NJ",
"","","BANNER","","Product Totals","632.49","351.32","281.17","44.45","0.00","MIKEE",

"8338","01/25/18","BLDG","5182","WELLS VEHICLE ELECTRONICS","17708.57","10677.88","7030.69","39.70","","MIKEE","","","","","","DEFAULT","WELLS VEHICLE ELECTRONICS","CENTERVILLE","IA",
"8352","01/11/18","BLDG","4053","STORAGE MART","4381.80","2334.72","2047.08","46.72","90.00","MIKEE","","","","","","41","STORAGE MART","WAUKEE","IA",
"8386","01/08/18","BLDG","5203","GRUBB ENTERPRISES","3145.65","1830.29","1315.36","41.82","75.00","MIKEE","","","","","","1","GRUBB ENTERPRISES","URBANDALE","IA",
"8419","02/02/18","BLDG","4007","BERRY PLASTICS","660.55","361.77","298.78","45.23","","MIKEE","","","","","","DEFAULT","BERRY PLASTICS","DES MOINES","IA",
"8514","06/14/18","BLDG","4053","STORAGE MART","1807.47","847.12","960.35","53.13","50.00","MIKEE","","","","","","42","STORAGE MART","WAUKEE","IA",
"8739","10/29/18","BLDG","5334","EL PATRON MEXICAN RESTAURANT AND CANTINA","0.00","358.54","-358.54","","","MIKEE","","","","","","DEFAULT","EL PATRON MEXICAN RESTAURANT AND CANTINA","DES MOINES","IA",
"8749","08/20/18","BLDG","4925","CRAYONS 2 PENCILS PRESCHOOL","4194.04","2441.90","1752.14","41.78","79.50","MIKEE","","","","","","DEFAULT","CRAYONS 2 PENCILS PRESCHOOL","NORWALK","IA",
"","","BLDG","","Product Totals","31898.08","18852.22","13045.86","40.90","294.50","MIKEE",

"8307","12/11/17","CHANNL","5170","NEW POINT CHURCH","9136.09","4984.45","4151.64","45.44","","MIKEE","","","","","","DEFAULT","NEW POINT CHURCH","URBANDALE","IA",
"8309","11/10/17","CHANNL","5173","PARADISE NAILS","2895.75","1547.69","1348.06","46.55","65.00","MIKEE","","","","","","DEFAULT","PARADISE NAILS","PERRY","IA",
"8428","02/16/18","CHANNL","5212","MR. GOOD DEAL","3522.25","2405.46","1116.79","31.71","101.00","MIKEE","","","","","","DEFAULT","MR. GOOD DEAL","DES MOINES","IA",
"8454","02/22/18","CHANNL","5218","FOCUS EYE CARE","4473.90","3158.20","1315.70","29.41","50.00","MIKEE","","","","","","DEFAULT","FOCUS EYE CARE","WAUKEE","IA",
"8458","02/27/18","CHANNL","5220","SOLA SALON","7069.07","4188.32","2880.75","40.75","128.29","MIKEE","","","","","","DEFAULT","SOLA SALON","WEST DES MOINES","IA",
"8479","03/07/18","CHANNL","5233","COLLEGE NANNIES  SITTERS AND TUTORS","6204.51","3648.13","2556.38","41.20","102.78","MIKEE","","","","","","DEFAULT","COLLEGE NANNIES, SITTERS AND TUTORS","WEST DES MOINES","IA",
"8510","04/06/18","CHANNL","2371","COAST SIGN  INCORPORATED","1591.90","853.83","738.07","46.36","","MIKEE","","","","","","31","AMC THEATRES-COAST SIGNS","DES MOINES","IA",
"8523","03/20/18","CHANNL","5252","ROUTE 69 VAPOR","3526.76","2229.18","1297.58","36.79","25.00","MIKEE","","","","","","DEFAULT","ROUTE 69 VAPOR","ALTOONA","IA",
"8548","03/30/18","CHANNL","5264","TIGERLILY STEM","9993.16","4285.98","5707.18","57.11","208.66","MIKEE","","","","","","DEFAULT","TIGERLILY STEM","WEST DES MOINES","IA",
"8602","05/24/18","CHANNL","5280","UCS","5335.54","2751.39","2584.15","48.43","113.00","MIKEE","","","","","","DEFAULT","UCS","ANKENY","IA",
"8613","07/06/18","CHANNL","5284","CHU CHU DONUTS","4288.85","2024.82","2264.03","52.79","","MIKEE","","","","","","DEFAULT","CHU CHU DONUTS","DES MOINES","IA",
"8693","08/17/18","CHANNL","5298","CREATIVE VIEWPOINTS LLC","8084.57","4427.77","3656.80","45.23","118.43","MIKEE","","","","","","1","SCHOOL OF CLASSICAL BALLET AND DANCE","WEST DE MOINES","IA",
"","","CHANNL","","Product Totals","66122.35","36505.22","29617.13","44.79","912.16","MIKEE",

"8338","01/25/18","DRCT","5182","WELLS VEHICLE ELECTRONICS","2411.00","5128.92","-2717.92","-112.73","114.00","MIKEE","","","","","","DEFAULT","WELLS VEHICLE ELECTRONICS","CENTERVILLE","IA",
"8384","12/15/17","DRCT","2449","HUBBELL CONSTRUCTION SERVICES","666.37","282.56","383.81","57.60","","MIKEE","","","","","","20","SKY ZONE","GRIMES","IA",
"8446","02/24/18","DRCT","2209","HUBBELL REALTY","192.58","168.35","24.23","12.58","","MIKEE","","","","","","20","STATION 121","DES MOINES","IA",
"8446","02/24/18","DRCT","2209","HUBBELL REALTY","185.41","188.30","-2.89","-1.56","","MIKEE","","","","","","20","STATION 121","DES MOINES","IA",
"8456","04/06/18","DRCT","2209","HUBBELL REALTY","6921.14","1864.02","5057.12","73.07","","MIKEE","","","","","","20","STATION 121","DES MOINES","IA",
"8493","02/19/18","DRCT","3010","PATTISONID","518.49","365.85","152.64","29.44","","MIKEE","","","","","","14","MISTER CAR WASH","URBANDALE","IA",
"8569","03/21/18","DRCT","5268","FOTH INFRASTRUCTURE & ENVIRONMENT  LLC","921.68","386.71","534.97","58.04","","MIKEE","","","","","","DEFAULT","FOTH INFRASTRUCTURE & ENVIRONMENT, LLC","JOHNSTON","IA",
"8850","10/01/18","DRCT","4414","HUBBELL APARTMENT LIVING","384.22","335.69","48.53","12.63","","MIKEE","","","","","","3","SUTTON HILL APARTMENTS","DES MOINES","IA",
"","","DRCT","","Product Totals","12200.89","8720.40","3480.49","28.53","114.00","MIKEE",

"8505","02/16/18","GRAVEH","3723","SIMPSON COLLEGE","508.56","138.17","370.39","72.83","","MIKEE","","","","","","DEFAULT","SIMPSON COLLEGE","INDIANOLA","IA",
"","","GRAVEH","","Product Totals","508.56","138.17","370.39","72.83","0.00","MIKEE",

"7280","09/21/18","INSTL","18600","CAT SCALE","2445.59","1444.50","1001.09","40.93","","MIKEE","","","","","","DEFAULT","CAT SCALE #1432","Davenport","IA",
"8166","12/16/17","INSTL","5122","BREIHOLZ CONSTRUCTION CO","7154.48","10469.69","-3315.21","-46.34","749.00","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"8166","12/16/17","INSTL","5122","BREIHOLZ CONSTRUCTION CO","2045.15","797.83","1247.32","60.99","","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"8166","12/16/17","INSTL","5122","BREIHOLZ CONSTRUCTION CO","309.19","1351.24","-1042.05","-337.03","","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"8166","12/16/17","INSTL","5122","BREIHOLZ CONSTRUCTION CO","309.19","878.09","-568.90","-184.00","","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"8166","12/16/17","INSTL","5122","BREIHOLZ CONSTRUCTION CO","618.38","143.37","475.01","76.82","","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"8166","12/16/17","INSTL","5122","BREIHOLZ CONSTRUCTION CO","5311.74","3208.92","2102.82","39.59","","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"8166","12/16/17","INSTL","5122","BREIHOLZ CONSTRUCTION CO","0.00","142.80","-142.80","","","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"8166","12/16/17","INSTL","5122","BREIHOLZ CONSTRUCTION CO","850.00","0.00","850.00","100.00","","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"8166","12/16/17","INSTL","5122","BREIHOLZ CONSTRUCTION CO","309.19","0.00","309.19","100.00","","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"8201","11/13/17","INSTL","4165","SOUTHEAST POLK HIGH SCHOOL","3050.43","2612.44","437.99","14.36","","MIKEE","","","","","","DEFAULT","SOUTHEAST POLK HIGH SCHOOL","PLEASANT HILL","IA",
"8271","11/20/17","INSTL","3951","ALLEN INDUSTRIES   INC","914.28","424.17","490.11","53.61","","MIKEE","","","","","","10","VERIZON","DES MOINES","IA",
"8294","11/03/17","INSTL","18600","CAT SCALE","5308.36","4000.00","1308.36","24.65","","MIKEE","","","","","","601","CAT #1993","KANSAS CITY","MO",
"8360","11/10/17","INSTL","2209","HUBBELL REALTY","510.00","199.04","310.96","60.97","","MIKEE","","","","","","19","CHARTER HOSPITAL","DES MOINES","IA",
"8401","01/10/18","INSTL","3010","PATTISONID","3008.58","1202.25","1806.33","60.04","","MIKEE","","","","","","18","MISTER CAR WASH","DES MOINES","IA",
"8402","05/25/18","INSTL","3010","PATTISONID","7525.87","4850.95","2674.92","35.54","","MIKEE","","","","","","14","MISTER CAR WASH","URBANDALE","IA",
"8402-2","05/31/18","INSTL","3010","PATTISONID","127.50","77.22","50.28","39.44","","MIKEE","","","","","","14","MISTER CAR WASH","URBANDALE","IA",
"8411","04/04/18","INSTL","3010","PATTISONID","5097.20","2523.93","2573.27","50.48","","MIKEE","","","","","","15","MISTER CAR WASH","DES MOINES","IA",
"8415","01/04/18","INSTL","3010","PATTISONID","5538.90","3347.10","2191.80","39.57","","MIKEE","","","","","","16","MISTER CAR WASH","DES MOINES","IA",
"8421","01/10/18","INSTL","3010","PATTISONID","2571.67","1067.46","1504.21","58.49","","MIKEE","","","","","","17","MISTER CAR WASH","URBANDALE","IA",
"8440","04/25/18","INSTL","4815","PRAIRIE MEADOWS","1000.00","0.00","1000.00","100.00","","MIKEE","","","","","","DEFAULT","PRAIRIE MEADOWS","ALTOONA","IA",
"8510","04/06/18","INSTL","2371","COAST SIGN  INCORPORATED","921.05","519.00","402.05","43.65","525.75","MIKEE","","","","","","31","AMC THEATRES-COAST SIGNS","DES MOINES","IA",
"8511","04/24/18","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","250.00","70.55","179.45","71.78","","MIKEE","","","","","","28","LUCKY BRAND","ALTOONA","IA",
"8511","04/24/18","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","3708.89","3213.07","495.82","13.37","","MIKEE","","","","","","28","LUCKY BRAND","ALTOONA","IA",
"8555","03/13/18","INSTL","3798","PACIFIC NEON","208.15","51.48","156.67","75.27","","MIKEE","","","","","","1","BOOT BARN - PACIFIC NEON","WEST DES MOINES","IA",
"8606","05/11/18","INSTL","4053","STORAGE MART","614.71","167.63","447.08","72.73","","MIKEE","","","","","","45","STORAGE MART","CLIVE","IA",
"","","INSTL","","Product Totals","59708.50","42762.73","16945.77","28.38","1274.75","MIKEE",

"7908","10/26/18","MISC","18600","CAT SCALE","0.00","845.00","-845.00","","","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"8307","12/11/17","MISC","5170","NEW POINT CHURCH","1638.07","920.19","717.88","43.82","","MIKEE","","","","","","DEFAULT","NEW POINT CHURCH","URBANDALE","IA",
"8307","12/11/17","MISC","5170","NEW POINT CHURCH","495.92","248.93","246.99","49.80","","MIKEE","","","","","","DEFAULT","NEW POINT CHURCH","URBANDALE","IA",
"8339","11/21/17","MISC","2427","PIGOTT INC.","388.65","192.23","196.42","50.54","","MIKEE","","","","","","2","WEILER PRODUCTS - PIGOTT, INC","KNOXVILLE","IA",
"8366","02/12/18","MISC","2449","HUBBELL CONSTRUCTION SERVICES","6381.35","2209.67","4171.68","65.37","","MIKEE","","","","","","13","CITYVILLE--HUBBELL REALTY","DES MOINES","IA",
"8433","12/16/17","MISC","18600","CAT SCALE","1162.00","815.57","346.43","29.81","1207.90","MIKEE","","","","","","613","CAT SALE # 1989","AVON","NY",
"8440","04/25/18","MISC","4815","PRAIRIE MEADOWS","475.78","175.54","300.24","63.10","","MIKEE","","","","","","DEFAULT","PRAIRIE MEADOWS","ALTOONA","IA",
"8461","01/05/18","MISC","18600","CAT SCALE","1392.44","806.88","585.56","42.05","","MIKEE","","","","","","614","CAT # 663","SPRINGDALE","AR",
"8464","01/08/18","MISC","18600","CAT SCALE","8915.00","5224.92","3690.08","41.39","","MIKEE","","","","","","615","CAT # 2126, CHEVRON EXPRESS","HOUSTON","TX",
"8470","02/21/18","MISC","5219","GUTHRIE COUNTY STATE BANK","572.04","410.51","161.53","28.24","","MIKEE","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","GUTHRIE CENTER","IA",
"8470","02/21/18","MISC","5219","GUTHRIE COUNTY STATE BANK","170.00","0.00","170.00","100.00","","MIKEE","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","GUTHRIE CENTER","IA",
"8516","02/24/18","MISC","18600","CAT SCALE","5360.36","2908.99","2451.37","45.73","","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"8531","04/25/18","MISC","5259","EASTVIEW COMMUNITY CENTER","81.68","55.19","26.49","32.43","59.00","MIKEE","","","","","","DEFAULT","CROSSWAY CHURCH","DES MOINES","IA",
"8605","05/10/18","MISC","3287","LAKESIDE CASINO","3549.75","2272.02","1277.73","35.99","","MIKEE","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"8616","04/10/18","MISC","18600","CAT SCALE","1943.07","1161.50","781.57","40.22","","MIKEE","","","","","","511","CAT #2661","VAN","TX",
"8633","04/18/18","MISC","18600","CAT SCALE","1834.80","1253.95","580.85","31.66","","MIKEE","","","","","","453","CAT #2879","DALLAS","TX",
"8635","05/07/18","MISC","18600","CAT SCALE","3290.84","1841.76","1449.08","44.03","154.20","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"8636","04/26/18","MISC","18600","CAT SCALE","3592.18","1103.38","2488.80","69.28","","MIKEE","","","","","","428","CAT # 2696","EDNA","TX",
"8650","05/08/18","MISC","2371","COAST SIGN  INCORPORATED","196.06","93.35","102.71","52.39","","MIKEE","","","","","","31","AMC THEATRES-COAST SIGNS","DES MOINES","IA",
"8701","06/07/18","MISC","18600","CAT SCALE","1162.00","841.63","320.37","27.57","1213.65","MIKEE","","","","","","282","CAT #1477","NORTH PLATTE","NE",
"8706","06/28/18","MISC","18600","CAT SCALE","6935.00","7130.33","-195.33","-2.82","3680.00","MIKEE","","","","","","638","CAT SCALE # 1542","SHERWOOD PARK","AB",
"8721","06/20/18","MISC","18600","CAT SCALE","1162.00","824.25","337.75","29.07","227.16","MIKEE","","","","","","641","CAT # 3142","COKEVILLE","WY",
"8723","06/20/18","MISC","18600","CAT SCALE","1162.00","832.94","329.06","28.32","227.16","MIKEE","","","","","","640","CAT # 829","PORTAGE","WI",
"8743","07/26/18","MISC","18600","CAT SCALE","2255.78","1291.76","964.02","42.74","","MIKEE","","","","","","110","CAT #289","CLEAR LAKE","IA",
"8744","07/27/18","MISC","18600","CAT SCALE","8106.00","5555.65","2550.35","31.46","1375.00","MIKEE","","","","","","416","CAT #1493","CHECOTAH","OK",
"8747","08/22/18","MISC","2209","HUBBELL REALTY","6519.04","4487.66","2031.38","31.16","116.00","MIKEE","","","","","","22","VUE","DES MOINES","IA",
"8754","08/06/18","MISC","3609","DOGWOODS LODGE","221.37","99.09","122.28","55.24","","MIKEE","","","","","","DEFAULT","DOGWOODS LODGE","GRIMES","IA",
"8772","07/24/18","MISC","18600","CAT SCALE","1162.00","844.25","317.75","27.35","1252.84","MIKEE","","","","","","151","CAT #317","BOISE","ID",
"8773","07/26/18","MISC","18600","CAT SCALE","1162.00","824.25","337.75","29.07","235.99","MIKEE","","","","","","645","SCALE SYSTEMS INC.","SYLVESTER","GA",
"8781","07/27/18","MISC","18600","CAT SCALE","1162.00","844.25","317.75","27.35","1328.49","MIKEE","","","","","","114","CAT #893","SUMMERVILLE","SC",
"8782","07/31/18","MISC","18600","CAT SCALE","3487.00","1217.81","2269.19","65.08","108.59","MIKEE","","","","","","646","CAT # 1699","EMLENTON","PA",
"8837","09/11/18","MISC","18600","CAT SCALE","902.36","453.92","448.44","49.70","399.49","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"","","MISC","","Product Totals","76838.54","47787.37","29051.17","37.81","11585.47","MIKEE",

"8051","11/04/17","MONMNT","4455","HUBBELL PROPERTY MANAGEMENT","29694.55","13923.02","15771.53","53.11","305.00","MIKEE","","","","","","2","BELL","DES MOINES","IA",
"8262","12/16/17","MONMNT","2245","MASSAGE HEIGHTS","2916.74","1978.36","938.38","32.17","91.79","MIKEE","","","","","","DEFAULT","MASSAGE HEIGHTS","WEST DES MOINES","IA",
"8262","12/16/17","MONMNT","2245","MASSAGE HEIGHTS","179.78","0.00","179.78","100.00","","MIKEE","","","","","","DEFAULT","MASSAGE HEIGHTS","WEST DES MOINES","IA",
"8338","01/25/18","MONMNT","5182","WELLS VEHICLE ELECTRONICS","9072.85","1897.17","7175.68","79.09","","MIKEE","","","","","","DEFAULT","WELLS VEHICLE ELECTRONICS","CENTERVILLE","IA",
"8352","01/11/18","MONMNT","4053","STORAGE MART","3453.46","1027.08","2426.38","70.26","","MIKEE","","","","","","41","STORAGE MART","WAUKEE","IA",
"8366","02/12/18","MONMNT","2449","HUBBELL CONSTRUCTION SERVICES","16248.36","10086.73","6161.63","37.92","150.50","MIKEE","","","","","","13","CITYVILLE--HUBBELL REALTY","DES MOINES","IA",
"8506","02/11/18","MONMNT","2535","ATLAS SIGN INDUSTRIES","592.61","251.54","341.07","57.55","","MIKEE","","","","","","46","US CELLULAR - ATLAS SIGNS","DES MOINES","IA",
"8581","05/17/18","MONMNT","4053","STORAGE MART","8515.16","5028.87","3486.29","40.94","83.00","MIKEE","","","","","","44","STORAGE MART","DES MOINES","IA",
"","","MONMNT","","Product Totals","70673.51","34192.77","36480.74","51.62","630.29","MIKEE",

"8352","01/11/18","PLCUT","4053","STORAGE MART","467.40","193.71","273.69","58.56","","MIKEE","","","","","","41","STORAGE MART","WAUKEE","IA",
"","","PLCUT","","Product Totals","467.40","193.71","273.69","58.56","0.00","MIKEE",

"8262","12/16/17","PLFORM","2245","MASSAGE HEIGHTS","762.50","331.79","430.71","56.49","","MIKEE","","","","","","DEFAULT","MASSAGE HEIGHTS","WEST DES MOINES","IA",
"8512","02/27/18","PLFORM","4053","STORAGE MART","1821.55","984.20","837.35","45.97","","MIKEE","","","","","","40","STORAGE MART","GRIMES","IA",
"8797","09/12/18","PLFORM","5349","WALNUT CREEK CHURCH","2374.94","1305.80","1069.14","45.02","50.00","MIKEE","","","","","","DEFAULT","WALNUT CREEK CHURCH","ALTOONA","IA",
"","","PLFORM","","Product Totals","4958.99","2621.79","2337.20","47.13","50.00","MIKEE",

"8390","12/05/17","PRMT","18600","CAT SCALE","0.00","0.00","0.00","","82.10","MIKEE","","","","","","611","CAT #TBD","CEDAR RAPIDS","IA",
