"06 NOV 2025","16:26:52","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/17 through 10/31/18",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"8606","05/11/18","REPFCE","4053","STORAGE MART","1238.29","446.88","791.41","63.91","","MIKEE","","","","","","45","STORAGE MART","CLIVE","IA",
"8609","04/13/18","REPFCE","18600","CAT SCALE","3580.92","1180.45","2400.47","67.04","","MIKEE","","","","","","631","CAT #2032","HOUSTON","TX",
"8644","04/30/18","REPFCE","18600","CAT SCALE","6660.00","3093.49","3566.51","53.55","153.72","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"8659","05/17/18","REPFCE","18600","CAT SCALE","3487.00","1126.78","2360.22","67.69","105.30","MIKEE","","","","","","634","CAT #679","LAKE CHARLES","LA",
"8664","05/15/18","REPFCE","18600","CAT SCALE","584.09","287.59","296.50","50.76","171.36","MIKEE","","","","","","635","CAT #817","KINGSTON SPRINGS","TN",
"8743","07/26/18","REPFCE","18600","CAT SCALE","0.00","1349.35","-1349.35","","","MIKEE","","","","","","110","CAT #289","CLEAR LAKE","IA",
"8749","08/20/18","REPFCE","4925","CRAYONS 2 PENCILS PRESCHOOL","833.61","287.64","545.97","65.49","","MIKEE","","","","","","DEFAULT","CRAYONS 2 PENCILS PRESCHOOL","NORWALK","IA",
"8749","08/20/18","REPFCE","4925","CRAYONS 2 PENCILS PRESCHOOL","868.80","304.98","563.82","64.90","","MIKEE","","","","","","DEFAULT","CRAYONS 2 PENCILS PRESCHOOL","NORWALK","IA",
"8750","07/10/18","REPFCE","18600","CAT SCALE","6660.00","2973.15","3686.85","55.36","","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"8761","08/06/18","REPFCE","4191","ROUTE 69 VAPOR","1671.80","984.92","686.88","41.09","83.00","MIKEE","","","","","","DEFAULT","ROUTE 69 VAPOR","DES MOINES","IA",
"8820","08/31/18","REPFCE","18600","CAT SCALE","3487.00","1133.65","2353.35","67.49","90.19","MIKEE","","","","","","651","CAT #1365","LAUREL","MT",
"8821","08/31/18","REPFCE","18600","CAT SCALE","3487.00","1146.09","2340.91","67.13","90.19","MIKEE","","","","","","414","CAT #1262","BILLINGS","MT",
"8822","08/31/18","REPFCE","18600","CAT SCALE","3487.00","1138.37","2348.63","67.35","90.19","MIKEE","","","","","","650","CAT #1694","BILLINGS","MT",
"8839","10/23/18","REPFCE","5352","AMERICAN SPIRIT GRAPHICS","2659.74","1526.96","1132.78","42.59","84.50","MIKEE","","","","","","1","AMERICAN SPIRIT GRAPHICS WAREHOUSE","DES MOINES","IA",
"8844","09/18/18","REPFCE","18600","CAT SCALE","3574.50","1115.68","2458.82","68.79","","MIKEE","","","","","","478","CAT #1145","COLBY","KS",
"8864","10/10/18","REPFCE","5374","POLE POSITION RACEWAY","895.02","403.22","491.80","54.95","","MIKEE","","","","","","DEFAULT","POLE POSITION RACEWAY","GRIMES","IA",
"8864","10/10/18","REPFCE","5374","POLE POSITION RACEWAY","1594.52","580.30","1014.22","63.61","","MIKEE","","","","","","DEFAULT","POLE POSITION RACEWAY","GRIMES","IA",
"8869","10/08/18","REPFCE","18600","CAT SCALE","3487.00","1128.84","2358.16","67.63","85.83","MIKEE","","","","","","188","CAT #1003","GUYMON","OK",
"8878","10/12/18","REPFCE","18600","CAT SCALE","6660.00","3080.58","3579.42","53.75","150.24","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"","","REPFCE","","Product Totals","102093.17","46556.61","55536.56","54.40","1965.58","MIKEE",

"8383","01/15/18","RTLT","3162","EFCO- CONSTRUCTION PRODUCTS","10942.65","4837.83","6104.82","55.79","","MIKEE","","","","","","DEFAULT","EFCO","DES MOINES","IA",
"8470","02/21/18","RTLT","5219","GUTHRIE COUNTY STATE BANK","4844.89","3004.29","1840.60","37.99","","MIKEE","","","","","","DEFAULT","GUTHRIE COUNTY STATE BANK","GUTHRIE CENTER","IA",
"8694","07/19/18","RTLT","5315","TEMPLETON RYE","2806.98","2588.13","218.85","7.80","","MIKEE","","","","","","DEFAULT","TEMPLETON RYE","TEMPLETON","IA",
"8694","07/19/18","RTLT","5315","TEMPLETON RYE","6460.14","3039.85","3420.29","52.94","","MIKEE","","","","","","DEFAULT","TEMPLETON RYE","TEMPLETON","IA",
"","","RTLT","","Product Totals","25054.66","13470.10","11584.56","46.24","0.00","MIKEE",

"SC5116","11/10/17","SRVCE","5116","DAKOTA CROSSING RETAIL CENTER  LLC","0.00","145.87","-145.87","","","MIKEE","","","","","","1","DAKOTA CROSSING","AMES","IA",
"SC5132","11/15/17","SRVCE","5116","DAKOTA CROSSING RETAIL CENTER  LLC","0.00","145.86","-145.86","","","MIKEE","","","","","","1","DAKOTA CROSSING","AMES","IA",
"SC5134","11/29/17","SRVCE","18600","CAT SCALE","0.00","413.60","-413.60","","","MIKEE","","","","","","610","CAT# 1904","KNOXVILLE","IL",
"SC5204","01/18/18","SRVCE","5122","BREIHOLZ CONSTRUCTION CO","0.00","1297.50","-1297.50","","","MIKEE","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"SC5225","05/31/18","SRVCE","5182","WELLS VEHICLE ELECTRONICS","0.00","420.00","-420.00","","","MIKEE","","","","","","DEFAULT","WELLS VEHICLE ELECTRONICS","CENTERVILLE","IA",
"SC5277","03/26/18","SRVCE","5233","COLLEGE NANNIES  SITTERS AND TUTORS","0.00","291.72","-291.72","","","MIKEE","","","","","","DEFAULT","COLLEGE NANNIES, SITTERS AND TUTORS","WEST DES MOINES","IA",
"SC5283","03/26/18","SRVCE","5212","MR. GOOD DEAL","0.00","31.12","-31.12","","","MIKEE","","","","","","DEFAULT","MR. GOOD DEAL","DES MOINES","IA",
"SC5291","03/30/18","SRVCE","5252","ROUTE 69 VAPOR","0.00","52.94","-52.94","","","MIKEE","","","","","","DEFAULT","ROUTE 69 VAPOR","ALTOONA","IA",
"SC5349","05/17/18","SRVCE","5302","THE CONLEY GROUP  INC.","167.32","90.54","76.78","45.89","","MIKEE","","","","","","DEFAULT","THE CONLEY GROUP, INC.","URBANDALE","IA",
"SC5356","05/24/18","SRVCE","4053","STORAGE MART","0.00","103.68","-103.68","","","MIKEE","","","","","","43","STORAGE MART","CLIVE","IA",
"SC5362","05/31/18","SRVCE","2449","HUBBELL CONSTRUCTION SERVICES","190.73","114.43","76.30","40.00","","MIKEE","","","","","","13","CITYVILLE--HUBBELL REALTY","DES MOINES","IA",
"SC5394","06/18/18","SRVCE","4945","WORLD OF BEAUTY ACADEMY","0.00","46.48","-46.48","","","MIKEE","","","","","","DEFAULT","WORLD OF BEAUTY ACADEMY","DES MOINES","IA",
"SC5420","07/30/18","SRVCE","18600","CAT SCALE","0.00","430.43","-430.43","","","MIKEE","","","","","","644","CAT #1979","CEDAR RAPIDS","IA",
"SC5474","08/27/18","SRVCE","5170","NEW POINT CHURCH","0.00","91.18","-91.18","","","MIKEE","","","","","","DEFAULT","NEW POINT CHURCH","URBANDALE","IA",
"","","SRVCE","","Product Totals","358.05","3675.35","-3317.30","-926.49","0.00","MIKEE",

"8307","12/11/17","VINYL","5170","NEW POINT CHURCH","486.64","79.06","407.58","83.75","75.00","MIKEE","","","","","","DEFAULT","NEW POINT CHURCH","URBANDALE","IA",
"8428","02/16/18","VINYL","5212","MR. GOOD DEAL","309.95","172.64","137.31","44.30","","MIKEE","","","","","","DEFAULT","MR. GOOD DEAL","DES MOINES","IA",
"8446","02/24/18","VINYL","2209","HUBBELL REALTY","122.38","72.68","49.70","40.61","35.00","MIKEE","","","","","","20","STATION 121","DES MOINES","IA",
"8446","02/24/18","VINYL","2209","HUBBELL REALTY","122.38","142.68","-20.30","-16.59","","MIKEE","","","","","","20","STATION 121","DES MOINES","IA",
"8446-2","04/06/18","VINYL","2209","HUBBELL REALTY","281.92","486.12","-204.20","-72.43","","MIKEE","","","","","","20","STATION 121","DES MOINES","IA",
"8483","01/26/18","VINYL","3229","COULTER PANORAMA MARINE","279.31","189.46","89.85","32.17","","MIKEE","","","","","","DEFAULT","COULTER PANORAMA MARINE","PANORA","IA",
"8490","01/20/18","VINYL","3010","PATTISONID","249.76","249.28","0.48","0.19","","MIKEE","","","","","","14","MISTER CAR WASH","URBANDALE","IA",
"8510","04/06/18","VINYL","2371","COAST SIGN  INCORPORATED","371.73","225.47","146.26","39.35","","MIKEE","","","","","","31","AMC THEATRES-COAST SIGNS","DES MOINES","IA",
"8510","04/06/18","VINYL","2371","COAST SIGN  INCORPORATED","917.68","13.99","903.69","98.48","","MIKEE","","","","","","31","AMC THEATRES-COAST SIGNS","DES MOINES","IA",
"8523","03/20/18","VINYL","5252","ROUTE 69 VAPOR","281.47","170.49","110.98","39.43","","MIKEE","","","","","","DEFAULT","ROUTE 69 VAPOR","ALTOONA","IA",
"8537","03/13/18","VINYL","3229","COULTER PANORAMA MARINE","106.27","39.78","66.49","62.57","20.16","MIKEE","","","","","","DEFAULT","COULTER PANORAMA MARINE","PANORA","IA",
"8537","03/13/18","VINYL","3229","COULTER PANORAMA MARINE","127.10","139.81","-12.71","-10.00","","MIKEE","","","","","","DEFAULT","COULTER PANORAMA MARINE","PANORA","IA",
"8556","04/18/18","VINYL","4455","HUBBELL PROPERTY MANAGEMENT","375.01","287.68","87.33","23.29","82.00","MIKEE","","","","","","2","BELL","DES MOINES","IA",
"8563","03/09/18","VINYL","3951","ALLEN INDUSTRIES   INC","37.38","10.66","26.72","71.48","","MIKEE","","","","","","10","VERIZON","DES MOINES","IA",
"8572","04/16/18","VINYL","2209","HUBBELL REALTY","190.87","142.54","48.33","25.32","","MIKEE","","","","","","2","SOMERSET APARTMENTS","DES MOINES","IA",
"8602","05/24/18","VINYL","5280","UCS","126.71","59.83","66.88","52.78","","MIKEE","","","","","","DEFAULT","UCS","ANKENY","IA",
"8613","07/06/18","VINYL","5284","CHU CHU DONUTS","338.47","160.91","177.56","52.46","","MIKEE","","","","","","DEFAULT","CHU CHU DONUTS","DES MOINES","IA",
"8666","06/08/18","VINYL","4414","HUBBELL APARTMENT LIVING","215.65","217.64","-1.99","-0.92","75.00","MIKEE","","","","","","6","ASHFORD RIDGE","URBANDALE","IA",
"8718","06/29/18","VINYL","3229","COULTER PANORAMA MARINE","179.72","112.96","66.76","37.15","14.97","MIKEE","","","","","","DEFAULT","COULTER PANORAMA MARINE","PANORA","IA",
"8753","07/24/18","VINYL","2209","HUBBELL REALTY","289.63","127.22","162.41","56.07","","MIKEE","","","","","","23","ROSEMONT PLACE","DES MOINES","IA",
"","","VINYL","","Product Totals","5410.03","3100.90","2309.13","42.68","302.13","MIKEE",

"","","","","Salesperson MIKEE Totals","1676113.14","1050835.45","625277.69","37.31","113826.54","MIKEE",

"8254","11/04/17","BLDG","3038","NW SIGN INDUSTRIES","3283.80","1716.34","1567.46","47.73","","RICHT","","","","","","3","MAACO - NW SIGN INDUSTRIES","ANKENY","IA",
"8331","12/20/17","BLDG","3951","ALLEN INDUSTRIES   INC","1005.48","629.44","376.04","37.40","","RICHT","","","","","","11","ALLEN INDUSTRIES-JOHN DEERE","ANKENY","IA",
"8331","12/20/17","BLDG","3951","ALLEN INDUSTRIES   INC","1088.45","0.00","1088.45","100.00","","RICHT","","","","","","11","ALLEN INDUSTRIES-JOHN DEERE","ANKENY","IA",
"8331","12/20/17","BLDG","3951","ALLEN INDUSTRIES   INC","552.76","450.46","102.30","18.51","","RICHT","","","","","","11","ALLEN INDUSTRIES-JOHN DEERE","ANKENY","IA",
"8469","03/02/18","BLDG","5222","GUTHRIE COUNTY FARM BUREAU","2268.64","974.66","1293.98","57.04","","RICHT","","","","","","DEFAULT","GUTHRIE COUNTY FARM BUREAU","GUTHRIE CENTER","IA",
"8703","07/03/18","BLDG","4572","PERKINS RESTAURANT AND BAKERY","2171.80","2083.91","87.89","4.05","188.00","RICHT","","","","","","DEFAULT","PERKINS RESTAURANT AND BAKERY","DES MOINES","IA",
"8872","10/29/18","BLDG","4129","A-D DISTRIBUTING CO.","1637.38","1013.65","623.73","38.09","67.00","RICHT","","","","","","DEFAULT","A-D DISTRIBUTION","DES MOINES","IA",
"","","BLDG","","Product Totals","12008.31","6868.46","5139.85","42.80","255.00","RICHT",

"8826","09/25/18","CHANNL","3274","ID ASSOCIATES  INC.","361.87","171.11","190.76","52.72","","RICHT","","","","","","6","OLIVE GARDEN-ID ASSOCIATES","W DSM","IA",
"8826","09/25/18","CHANNL","3274","ID ASSOCIATES  INC.","289.92","90.09","199.83","68.93","","RICHT","","","","","","6","OLIVE GARDEN-ID ASSOCIATES","W DSM","IA",
"","","CHANNL","","Product Totals","651.79","261.20","390.59","59.93","0.00","RICHT",

"8365","01/11/18","DRCT","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","367.53","206.26","161.27","43.88","","RICHT","","","","","","8","WELLS FARGO - URBANDALE 100680","URBANDALE","IA",
"8388","12/01/17","DRCT","5142","DES MOINES PARKS AND RECREATION","711.83","374.43","337.40","47.40","","RICHT","","","","","","DEFAULT","DES MOINES PARKS AND RECREATION","DES MOINES","IA",
"8809","09/05/18","DRCT","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","216.52","82.54","133.98","61.88","","RICHT","","","","","","14","WELLS FARGO- SIGNTECH","ANKENY","IA",
"8823","09/07/18","DRCT","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","734.70","233.56","501.14","68.21","","RICHT","","","","","","14","WELLS FARGO- SIGNTECH","ANKENY","IA",
"8835","10/29/18","DRCT","5365","DOYLE SIGNS INC.","66.00","17.37","48.63","73.68","44.60","RICHT","","","","","","1","WHOLE FOODS-DOYLE SIGNS","W DSM","IA",
"","","DRCT","","Product Totals","2096.58","914.16","1182.42","56.40","44.60","RICHT",

"8444","01/23/18","FLAG","4129","A-D DISTRIBUTING CO.","110.00","51.48","58.52","53.20","","RICHT","","","","","","49","DIAMOND VOGEL PAINTS - A-D DISTRIBUTING CO., INC.","DES MOINES","IA",
"","","FLAG","","Product Totals","110.00","51.48","58.52","53.20","0.00","RICHT",

"8380","11/16/17","INSTL","2535","ATLAS SIGN INDUSTRIES","335.00","135.85","199.15","59.45","20.00","RICHT","","","","","","50","US CELLULAR-ATLAS SIGN","WAUKEE","IA",
"8443","01/11/18","INSTL","5210","TOP NAILS & SPA","719.14","337.00","382.14","53.14","","RICHT","","","","","","DEFAULT","TOP NAILS & SPA","URBANDALE","IA",
"8674","05/25/18","INSTL","2535","ATLAS SIGN INDUSTRIES","215.00","62.21","152.79","71.07","","RICHT","","","","","","35","PETCO - ATLAS SIGN","DES MOINES","IA",
"8691","07/13/18","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","2285.73","635.60","1650.13","72.19","","RICHT","","","","","","26","WELLS FARGO-SIGNTECH","EAGLE GROVE","IA",
"8745","10/15/18","INSTL","4848","ACCENT GRAPHICS","1567.68","981.78","585.90","37.37","253.31","RICHT","","","","","","2","CYCLE BAR - ACCENT GRAPHICS","WEST DES MOINES,","IA",
"8745","10/15/18","INSTL","4848","ACCENT GRAPHICS","638.77","571.76","67.01","10.49","","RICHT","","","","","","2","CYCLE BAR - ACCENT GRAPHICS","WEST DES MOINES,","IA",
"","","INSTL","","Product Totals","5761.32","2724.20","3037.12","52.72","273.31","RICHT",

"8441","12/22/17","MISC","106000","SUPER WASH","100.80","57.60","43.20","42.86","36.84","RICHT","","","","","","DEFAULT","SUPER WASH","Morrison","IL",
"8453","12/28/17","MISC","2535","ATLAS SIGN INDUSTRIES","326.21","200.46","125.75","38.55","","RICHT","","","","","","28","US CELLULAR","OSKALOOSA","IA",
"8553","05/25/18","MISC","4129","A-D DISTRIBUTING CO.","165.00","77.22","87.78","53.20","","RICHT","","","","","","DEFAULT","A-D DISTRIBUTION","DES MOINES","IA",
"8665","06/15/18","MISC","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","474.01","134.79","339.22","71.56","","RICHT","","","","","","30","SIGNTECH-WELLS FARGO","DALLAS CENTER","IA",
"8755","08/14/18","MISC","5325","WHO CHANNEL 13","3037.56","1573.93","1463.63","48.18","","RICHT","","","","","","DEFAULT","WHO CHANNEL 13","DES MOINES,","IA",
"8784","08/06/18","MISC","2546","COLITE INTERNATIONAL","250.00","41.50","208.50","83.40","","RICHT","","","","","","5","AGILENT TECHNOLOGY-COLITE","ANKENY","IA",
"8856","10/23/18","MISC","5371","CC HAIR SKIN & BODY","596.80","169.98","426.82","71.52","","RICHT","","","","","","DEFAULT","CC HAIR SKIN & BODY","URBANDALE","IA",
"","","MISC","","Product Totals","4950.38","2255.48","2694.90","54.44","36.84","RICHT",

"8812","08/28/18","NEON","5355","LOW COST SPAY CLINIC","968.87","410.49","558.38","57.63","","RICHT","","","","","","DEFAULT","LOW COST SPAY CLINIC","DES MOINES","IA",
"","","NEON","","Product Totals","968.87","410.49","558.38","57.63","0.00","RICHT",

"8413","12/06/17","PYLON","5177","AMERICAN POSTAL WORKERS","997.72","506.02","491.70","49.28","","RICHT","","","","","","DEFAULT","AMERICAN POSTAL WORKERS","DES MOINES","IA",
"8641","05/07/18","PYLON","5297","SUPER WASH","594.92","257.89","337.03","56.65","","RICHT","","","","","","1","VANOPDORP ELECTRIC - SUPER WASH","GENESEO","IL",
"8871","10/15/18","PYLON","5377","CITY OF ALTOONA ENGINEER  JON HANSON","1720.29","528.77","1191.52","69.26","","RICHT","","","","","","1","QUALITY TRAILER SALES INC-CITY OF ALTOONA,IA","ALTOONA","IA",
"","","PYLON","","Product Totals","3312.93","1292.68","2020.25","60.98","0.00","RICHT",

"8254","11/04/17","REPFCE","3038","NW SIGN INDUSTRIES","1164.96","793.26","371.70","31.91","","RICHT","","","","","","3","MAACO - NW SIGN INDUSTRIES","ANKENY","IA",
"","","REPFCE","","Product Totals","1164.96","793.26","371.70","31.91","0.00","RICHT",

"SC5087","11/29/17","SRVCE","5177","AMERICAN POSTAL WORKERS","0.00","77.22","-77.22","","","RICHT","","","","","","DEFAULT","AMERICAN POSTAL WORKERS","DES MOINES","IA",
"SC5089","11/13/17","SRVCE","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","428.47","215.86","212.61","49.62","","RICHT","","","","","","25","WELLS FARGO-SIGNTECH","STORY CITY","IA",
"SC5090","11/13/17","SRVCE","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","472.69","231.22","241.47","51.08","","RICHT","","","","","","22","WELLS FARGO-SIGNTECH","GRINNELL","IA",
"SC5093","11/01/17","SRVCE","70700","MARRIOTT","517.11","311.76","205.35","39.71","","RICHT","","","","","","DEFAULT","MARRIOTT","Des Moines","IA",
"SC5097","05/30/18","SRVCE","5184","FINANCIAL CENTER - LAW MARK CAPITAL","0.00","141.57","-141.57","","","RICHT","","","","","","DEFAULT","FINANCIAL CENTER - LAW MARK CAPITAL","DES MOINES","IA",
"SC5101","11/15/17","SRVCE","4059","TEXAS ROAD HOUSE GRILL","131.25","90.09","41.16","31.36","","RICHT","","","","","","DEFAULT","TEXAS ROAD HOUSE GRILL","JOHNSTON","IA",
"SC5102","11/06/17","SRVCE","4194","JIFFY LUBE","338.07","155.22","182.85","54.09","13.00","RICHT","","","","","","DEFAULT","JIFFY LUBE","DES MOINES","IA",
"SC5103","11/08/17","SRVCE","4977","CHANDLER SIGNS  LLC","421.25","225.24","196.01","46.53","9.00","RICHT","","","","","","1","FIRESTONE","URBANDALE","IA",
"SC5104","12/06/17","SRVCE","4327","SUBWAY - DEB FISHER","2351.61","1547.20","804.41","34.21","24.00","RICHT","","","","","","DEFAULT","SUBWAY","STORY CITY","IA",
"SC5105","11/09/17","SRVCE","54000","HOBBY LOBBY","343.75","421.24","-77.49","-22.54","","RICHT","","","","","","1","HOBBY LOBBY # 201","DES MOINES","IA",
"SC5106","11/14/17","SRVCE","4977","CHANDLER SIGNS  LLC","840.08","514.38","325.70","38.77","","RICHT","","","","","","3","ON THE BORDER - CHANDLER SIGNS","WEST DES MOINES","IA",
"SC5107","11/14/17","SRVCE","2535","ATLAS SIGN INDUSTRIES","621.36","298.35","323.01","51.98","26.00","RICHT","","","","","","51","CAR QUEST - ATLAS SIGN","DES MOINES","FL",
"SC5108","11/06/17","SRVCE","4697","EXECUTIVE LASER WASH  INC.","75.00","20.74","54.26","72.35","","RICHT","","","","","","2","EXECUTIVE LASER WASH","DES MOINES","IA",
"SC5110","11/06/17","SRVCE","2476","ARCHER SIGN CORPORATION","268.75","165.83","102.92","38.30","","RICHT","","","","","","5","BAR LOUIE / ARCHER SIGN CORP","WEST DES MOINES","IA",
"SC5111","11/09/17","SRVCE","5171","RED ROSSA PIZZA","267.94","129.20","138.74","51.78","","RICHT","","","","","","DEFAULT","RED ROSSA PIZZA","CLIVE","IA",
"SC5112","11/06/17","SRVCE","2371","COAST SIGN  INCORPORATED","0.00","0.00","0.00","","","RICHT","","","","","","33","KAY JEWELERS-COAST SIGNS","WEST DES MOINES","IA",
"SC5113","11/08/17","SRVCE","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","RICHT","","","","","","37","KUM & GO #75","WAUKEE","IA",
"SC5114","11/22/17","SRVCE","5190","FEDERAL COURT HOUSE","1638.00","1187.24","450.76","27.52","","RICHT","","","","","","DEFAULT","FEDERAL COURT HOUSE","DES MOINES","IA",
"SC5115","11/22/17","SRVCE","2504","EDGE TOWNER MOTEL","425.00","213.21","211.79","49.83","","RICHT","","","","","","DEFAULT","EDGE TOWNER MOTEL","DOSOTO","IA",
"SC5117","11/14/17","SRVCE","4129","A-D DISTRIBUTING CO.","111.57","52.38","59.19","53.05","","RICHT","","","","","","DEFAULT","A-D DISTRIBUTION","DES MOINES","IA",
"SC5118","11/13/17","SRVCE","2535","ATLAS SIGN INDUSTRIES","374.44","222.17","152.27","40.67","","RICHT","","","","","","35","PETCO - ATLAS SIGN","DES MOINES","IA",
"SC5119","12/01/17","SRVCE","2371","COAST SIGN  INCORPORATED","949.07","582.99","366.08","38.57","7.00","RICHT","","","","","","34","SIGNET / JARED THE GALLERIA OF JEWELRY- COAST SIGN","WEST DES MOINES","IA",
"SC5120","11/22/17","SRVCE","3939","THE GRAND","440.42","225.99","214.43","48.69","","RICHT","","","","","","DEFAULT","THE GRAND","PERRY","IA",
"SC5121","11/14/17","SRVCE","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","297.50","142.99","154.51","51.94","","RICHT","","","","","","18","WELLS FARGO - SIGNTECH","PELLA","IA",
"SC5122","11/15/17","SRVCE","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","317.34","145.73","171.61","54.08","4.00","RICHT","","","","","","6","WELLS FARGO 103725","GRANGER","IA",
"SC5124","11/21/17","SRVCE","2535","ATLAS SIGN INDUSTRIES","350.00","205.92","144.08","41.17","","RICHT","","","","","","26","STARBUCKS 11352- ATLAS SIGN","AMES","IA",
"SC5125","11/22/17","SRVCE","5198","TASTY TACO'S","785.21","410.99","374.22","47.66","8.00","RICHT","","","","","","DEFAULT","TASTY TACO´S","ANKENY","IA",
"SC5126","11/14/17","SRVCE","4757","ECONO LODGE - BOB DOUGLAS","237.50","107.52","129.98","54.73","7.00","RICHT","","","","","","DEFAULT","ECONO LODGE","URBANDALE","IA",
"SC5128","12/06/17","SRVCE","4364","MARRIOTT","2212.50","1682.10","530.40","23.97","","RICHT","","","","","","DEFAULT","MARRIOTT","WEST DES MOINES","IA",
"SC5129","12/20/17","SRVCE","3379","ARMY POST RD. PLAZA INC.","916.52","448.04","468.48","51.12","30.00","RICHT","","","","","","1","ARMY POST ROAD PLAZA INC.","DES MOINES","IA",
"SC5130","11/15/17","SRVCE","5201","META BANK CORPORATE OFFICE","276.07","139.40","136.67","49.51","7.00","RICHT","","","","","","1","META BANK - BILL CORPORATE OFFICE","URBANDALE","IA",
"SC5131","11/16/17","SRVCE","5201","META BANK CORPORATE OFFICE","75.00","51.48","23.52","31.36","","RICHT","","","","","","2","META BANK - BILL CORPORATE OFFICE","WEST DES MOINES","IA",
"SC5133","11/21/17","SRVCE","4455","HUBBELL PROPERTY MANAGEMENT","0.00","138.37","-138.37","","","RICHT","","","","","","2","BELL","DES MOINES","IA",
"SC5135","12/29/17","SRVCE","4977","CHANDLER SIGNS  LLC","0.00","141.57","-141.57","","","RICHT","","","","","","3","ON THE BORDER - CHANDLER SIGNS","WEST DES MOINES","IA",
"SC5136","11/22/17","SRVCE","2371","COAST SIGN  INCORPORATED","112.50","77.22","35.28","31.36","","RICHT","","","","","","35","SIGNET / PIERCING PAGODA / 00397 - COAST SIGN","DES MOINES","IA",
"SC5137","11/29/17","SRVCE","4387","DAIRY ZONE","0.00","41.47","-41.47","","","RICHT","","","","","","DEFAULT","DAIRY ZONE","DES MOINES","IA",
"SC5138","11/29/17","SRVCE","2371","COAST SIGN  INCORPORATED","1127.25","410.25","717.00","63.61","","RICHT","","","","","","4","BANK OF THE WEST","WEST DES MOINES","IA",
"SC5139","11/29/17","SRVCE","3671","TRIANGLE SIGN AND SERVICE","343.75","199.81","143.94","41.87","","RICHT","","","","","","13","OLD NAVY-5732- TRIANGLE SIGN","DES MOINES,","IA",
"SC5141","11/29/17","SRVCE","2535","ATLAS SIGN INDUSTRIES","106.25","51.85","54.40","51.20","","RICHT","","","","","","22","STARBUCKS #8950/ ATLAS SIGN","DES MOINES","IA",
"SC5144","11/29/17","SRVCE","3035","PERKINS","905.63","711.72","193.91","21.41","","RICHT","","","","","","DEFAULT","PERKINS","URBANDALE","IA",
"SC5147","01/08/18","SRVCE","5209","MENARDS","925.00","561.57","363.43","39.29","","RICHT","","","","","","DEFAULT","MENARDS","OTTUMWA","IA",
"SC5148","12/05/17","SRVCE","4189","ATERRA - REGUS","385.83","205.99","179.84","46.61","","RICHT","","","","","","DEFAULT","ATERRA - REGUS","JOHNSTON","IA",
"SC5149","12/01/17","SRVCE","2535","ATLAS SIGN INDUSTRIES","85.00","77.22","7.78","9.15","","RICHT","","","","","","46","US CELLULAR - ATLAS SIGNS","DES MOINES","IA",
"SC5150","12/07/17","SRVCE","112460","THE INSITE GROUP","126.29","59.73","66.56","52.70","","RICHT","","","","","","24","EXTENDED STAY AMERICA","URBANDALE","IA",
"SC5151","02/01/18","SRVCE","4358","NICK HOVE","6.79","50.00","-43.21","-636.38","","RICHT","","","","","","DEFAULT","NICK HOVE","BAGLEY","IA",
"SC5153","12/12/17","SRVCE","4983","CREATIVE KIDS","75.00","31.12","43.88","58.51","","RICHT","","","","","","DEFAULT","CREATIVE KIDS","ANKENY","IA",
"SC5154","12/14/17","SRVCE","5210","TOP NAILS & SPA","152.02","84.09","67.93","44.68","","RICHT","","","","","","DEFAULT","TOP NAILS & SPA","URBANDALE","IA",
"SC5155","12/13/17","SRVCE","3579","WESTWIND LOGISTICS","432.07","200.72","231.35","53.54","6.00","RICHT","","","","","","DEFAULT","WESTWIND LOGISTICS","DES MOINES","IA",
"SC5157","12/22/17","SRVCE","2371","COAST SIGN  INCORPORATED","212.50","121.21","91.29","42.96","","RICHT","","","","","","36","SIGNET/ZALES JEWELRY- COAST SIGN","DES MOINES","CA",
"SC5158","02/16/18","SRVCE","2216","US BANK CORPORATE REAL ESTATE","1166.22","782.23","383.99","32.93","","RICHT","","","","","","5","US BANK-CORPORATE REAL ESTATE","BOONE","IA",
"SC5159","12/27/17","SRVCE","2535","ATLAS SIGN INDUSTRIES","106.25","64.35","41.90","39.44","","RICHT","","","","","","43","US CELLULAR # 3110- ATLAS SIGN","URBANDALE","IA",
