Part Number,Short Description,Inventory Type,Inventory UOM,Purchase UOM,On Hand,Unit Cost,List Price,Accounting Cost,User 1 Cost,User 2 Cost,Last Actual Cost,Average Cost
510-0330,BRONZE DURANODIC TRAN 48,VTRANS,SF,LYD,231,2.37183,4.74366,2.3718,1.3978,0,3.1247,1.3978
510-0350,BROWN DARK TRANS 3630-59 48,VTRANS,SF,LYD,9,1.6,3.2,1.6,1.4539,0,1.8325,1.6
510-0410,BROWN RUST TRANS 3630-63 48,VTRANS,SF,LYD,16,1.3978,2.67,1.3978,1.3978,0,1.6567,1.3978
510-0450,"BURGUNDY TRAN 3630-49 48""",VTRANS,SF,LYD,102,2.34242,4.68484,2.3424,1.3978,0,2.3424,1.8692
510-0535,Avery 9418-T Fuschia Vinyl,VTRANS,SF,SF,11,1.53833,,1.5383,1.5383,0,0,0
510-0560,GOLD METALLIC TRAN VINYL 48,VTRANS,SF,LYD,20,1.9625,3.925,1.9625,1.3958,0,1.9625,1.3958
510-0590,GOLD NUGGET TRAN VINYL 48,VTRANS,SF,LYD,154,1.3978,2.79,1.3978,1.3978,0,1.8309,1.8308
510-0630,GREEN BRILLIANT TRAN 48,VTRANS,SF,LYD,101,2.01,5.15842,2.01,1.3364,0,2.01,2.5525
510-0640,GREEN DK EMRLD TR 3630-126 48,VTRANS,SF,LYD,8,1.69083,3.38166,1.6908,1.4539,0,1.8325,1.6187
510-0645,"Green 1177 Electrocut overlay 48""",VTRANS,SF,SF,123,2.36416,4.72832,2.3642,0,0,1.8242,2.3642
510-0660,GREEN HOLLY TRANS VINYL 48,VTRANS,SF,LYD,19,1.86917,3.73834,1.8692,1.4539,0,1.8692,1.4539
510-0720,GREEN LT KELLY TR 3630-146 48,VTRANS,SF,LYD,54,1.2739,2.23,1.2739,1.2739,0,0,0
510-0760,GREEN TRANS VINYL 48 3630-26,VTRANS,SF,LYD,76,1.7875,3.575,1.7875,1.3095,0,1.9514,1.7875
510-0800,GREEN VIVID TRANS VINYL 48,VTRANS,SF,LYD,46,2.34242,5.46616,2.3424,1.3978,0,2.3424,2.7331
510-0875,"Day/Night Smoke Grey 48"" 3635-91",VTRANS,SF,LYD,43,3.754,7.508,3.754,0,0,1.6708,3.7539
510-0876,"Dual Color Black 48"" 3635-222",VTRANS,SF,LYD,2,4.21917,8.43834,4.2192,0,0,5.3019,4.2192
510-0890,IVORY TRANS SCOTCHCAL 48,VTRANS,SF,LYD,7,1.403,2.81,1.403,1.403,0,1.6567,1.403
510-0920,KUMQUAT TRAN SCOTCHCAL 48,VTRANS,SF,LYD,-2,1.3978,2.45,1.3978,1.3978,0,2.4781,1.3978
510-0955,"Poppy Orange 48"" trans 3M 3630-144",VTRANS,SF,LYD,17,1.4,2.8,1.4,0,0,1.6658,1.4
510-0960,MAGENTA INTENSE TRANS 48,VTRANS,SF,LYD,104,1.535,3.07,1.535,1.2739,0,1.555,1.535
510-0990,MARIGOLD TRAN SCOTCHCAL 48,VTRANS,SF,LYD,74,2.78,5.56,2.78,1.31,0,2.7813,1.31
510-1050,"ORANGE TRANS 3630-44 SCOTCHCAL 48""",VTRANS,SF,LYD,92,1.94167,3.88334,1.9417,1.3978,0,1.9417,1.8325
510-1150,PLUM PURPLE TRANS VINYL 3630-128 48,VTRANS,SF,LYD,96,1.9514,3.9028,1.9514,1.31,0,1.9514,1.8325
510-1185,RASPBERRY TRANS VINYL HP 48,VTRANS,SF,LYD,35,1.8723,3.7446,1.8723,0,0,1.555,1.8725
510-1190,3630-33 RED TRANS VINYL,VTRANS,SF,LYD,313,1.9419,3.8838,1.9419,1.3978,0,1.9417,1.9419
510-1195,"Red 1172 Electrocut overlay 24""",VTRANS,SF,LYD,3,1.4,2.8,1.4,0,0,2.5663,1.4
510-1240,RED CARDINAL TRAN VINYL 15,VTRANS,LF,LF,-14,1.947,3.87,1.947,1.947,0,0,0
510-1260,RED DK TRAN 3630-73 SCOTL 48,VTRANS,SF,LYD,19,1.86917,3.73834,1.8692,1.403,0,1.8692,1.4156
510-1300,RED LIGHT TOMATO TRAN 48,VTRANS,SF,LYD,5,1.8325,3.665,1.8325,1.403,0,4.9239,1.7544
510-1320,RED POPPY TRAN SCOTCHCAL 48,VTRANS,SF,LYD,7,1.7875,3.575,1.7875,1.312,0,1.8325,1.7875
510-1340,RED REGAL TRAN SCOTCHCAL 48,VTRANS,SF,LYD,42,1.94167,3.88334,1.9417,1.3978,0,1.9417,1.3978
510-1350,RED SCARLET TRAN VINYL 30,VTRANS,SF,LYD,56,3.7047,6.48,3.7047,3.7047,0,0,0
510-1410,ROSE MAUVE TRAN SCOTCHCL 48,VTRANS,SF,LYD,19,1.312,2.3,1.312,1.312,0,0,0
510-1470,SILVER GREY TRAN VINYL 48,VTRANS,SF,LYD,36,1.9625,3.925,1.9625,1.3978,0,1.9625,1.6567
510-1510,SILVER TRAN VINYL 48,VTRANS,SF,LYD,9,1.3954,2.79,1.3954,1.3954,0,3.07,1.3954
510-1540,SUNFLOWER TRANS 3630-25 VINYL,VTRANS,SF,LYD,35,1.86917,3.73834,1.8692,1.4539,0,1.8692,1.5117
510-1570,TANGERINE TRAN SCOTCHCAL 48,VTRANS,SF,LYD,16,1.65667,3.31334,1.6567,1.403,0,2.3375,1.6567
510-1590,TEAL TRAN VINYL 48,VTRANS,SF,LYD,121,1.69083,3.38166,1.6908,1.2739,0,1.7273,1.6908
510-1650,TURQUOISE TRANS. 3630-236 48,VTRANS,SF,LYD,13,1.2739,2.23,1.2739,1.2739,0,2.7929,1.2738
510-1840,"WHITE DIFFUSER VINYL FILM 40% 3635-30 48""",VTRANS,SF,LYD,99,1.14867,2.29734,1.1487,0.7701,0,1.5545,1.1487
510-1860,WHITE TRANSLUCENT #3630-20 ,VTRANS,SF,LYD,39,2.0104,4.0208,2.0104,1.3358,0,1.9417,2.0104
510-1890,YELLOW GOLD 3630-125 TRANS 48,VTRANS,SF,LYD,35,1.3978,2.67,1.3978,1.3978,0,1.8325,1.3978
510-1895,Light Lemon Yellow 3630-115 TRANS 48,VTRANS,SF,LYD,88,1.83092,3.66184,1.8309,0,0,1.8309,1.3978
510-1905,"Yellow 1171 Electrocut overlay 48""",VTRANS,SF,LYD,90,1.8,3.6,1.8,0,0,1.8,1.8
510-1930,YELLOW TRAN SCOTCHC 48,VTRANS,SF,LYD,65,2.34233,4.68466,2.3423,1.3944,0,2.3423,1.7875
511-0100,"1"" 4949 VHB tape S-10146",VHRDWE,LF,RL,216,1.1296,1.9768,1.1296,0.4043,0,2.1574,1.1296
511-0105,"3M 1/2"" 4910 Clear VHB tape",VHRDWE,LF,RL,148,0.796,1.393,0.796,0.29,0,0.5198,0.796
511-0110,"1"" 3M VHB ALL-PURPOSE TAPE - WHITE 4930",VHRDWE,LF,RL,781,1.70833,2.98958,1.7083,0.6051,0,1.8012,1.4671
511-0120,"1/2"" 4930 VHB t ape S-10126",VHRDWE,LF,RL,405,1.02777,3.885,1.0278,0.0944,0,1.1121,0.9186
511-0170,12 X 18 X .080 ALUMINUM BLANKS,VHRDWE,EA,EA,1,12.12,21.21,12.12,8.0283,0,12.12,8.0283
511-0200,12X18 HANIDICAP PARK STATE PER,VHRDWE,EA,EA,2,11.265,25,11.265,11.265,0,0,0
511-0260,18 X 24 X .080 ALUMINUM BLANKS,VHRDWE,EA,EA,4,13.2283,20.2,13.2283,13.2283,0,14.1667,13.2283
511-0270,18 X 24 X .080 WHITE ALUM,VHRDWE,EA,EA,1,14.2183,23.83,14.2183,14.2183,0,17.18,14.22
511-0500,24 X 18 WHT CRPLST GOLF CART,VHRDWE,EA,EA,9,4.588,8.03,4.588,4.588,0,0,0
511-0620,MAGNETIC SHEET .030,VHRDWE,SF,SF,-11,4.341,7.59675,4.341,1.0796,0,4.1016,4.3412
512-0190,Tri Foam Decal,VGRPH,EA,EA,8,7.2,10.8,7.2,4.73,0,7.543,7.2
800-0120,70# SAND TUBE BAGS,INSTL,EA,EA,-3,3.73,6.5275,3.73,0,0,2.5865,2.5865
800-0130,12 SONOTUBE,INSTL,LF,LF,48,10.99,19.2325,10.99,2.84,0,11.7594,2.84
800-0140,18 SONOTUBE,INSTL,LF,LF,4,16.39,28.6825,16.39,5.12,0,17.5375,5.12
800-2110,"1 3/4""x1 3/4""x10' 14ga perforated post",INSTL,EA,EA,12,38.72,67.76,38.72,0,0,44.22,42.1944
800-2111,"2""x2""x3' 12 ga. perforated sleeve",INSTL,EA,EA,16,16.36,28.63,16.36,0,0,20.71,18.9378
